,src,tgt,path
2408,exit bathroom hall through archway into room at table turn right enter hall at trash hooks,"exit bathroom to hall, turn left and follow hall through archway into dining room. at table turn right enter hall. Stop at trash can and coat hooks. ","['982920829a0b433880410222539f240e', '4ff62efbc0934e888120522e4c84e712', '1f5d75e4b97147febba7d696e2efbc08', '6e080f6fe8e64a0693b2495914f18dca', '8025576c59c04913bc7df70a8737ecee', '96b25d845ff447cc989dfd87c88ff8b8', '7fb0cc6c0754461ca29084c1d793b600']"
2409,stairs right right head front door in doorway,Go down the stairs and go right. Take a right and head to the front door. Stop in the doorway. ,"['2b4c37304fd54440a3d1e7fd223e26d5', '63333423642f49caac4871521e93cc45', '5965958b0a55454d88d45f21d97bc3fc', '51328414aea04771890766f436b40021', 'd9b5196ff58c494d8bebdeb3b6ccd061', 'cf33698ad71e4ff48d7ff42e35e3fd83', '0891f9ad46d741a4844ff53e8623aec3']"
2410,walk around couch kitchen right at open doorway stop at bottom of stairs,Walk around the couch and towards the kitchen.  Turn right at the open doorway and stop at the bottom of the stairs. ,"['80c24a118f9649248b1e2a9a383dba42', 'e0eaabf84a714ad4ba5000604fa11b2b', '1a1f64c9e2534deebd247c2b5f761ee1', 'a5542bba97c44a2cabd742267454fd13', 'e2f80f0b45c5439db45800b5e9126e72']"
2411,walk in direction of dining room left before table left in doorway wine room,"Walk in the direction of the dining room, and take a left before you pass the table. Take a left, and stand in the doorway to the wine room. ","['e4a4df0cca7d481fa58dd0c483c08da3', '07cd02ed4db64d8bb7280d4c6a53385b', '1f82c88d356249708e9b46448be7034a', 'a56597b1c6b54d58853ddf7a3679064d', '0d31b7f9341e40c9ab508eb53168dfde']"
2412,walk front door of house in entryway,Walk straight to open front door of house. Stop in entryway. ,"['701293ca052c452c8454a11cf5f140f5', 'd6316b40b9c8413386ef184e5a5382ab', '19ae938a01884f31bb5b758b5a8feb83', 'b1e41a74f03a4ceeabd6a6da3dc557b2', 'b0a3ea6e7efb429eab0d0ede3174f906', 'add7a68256564d1b85b560fb614beedd', '34276b7c9d6e491885f36dd1d286e477']"
2413,exit kitchen left straight then into glass doorway pool stop,"Exit the kitchen to the left, go straight and then left into the glass doorway leading the pool and stop. ","['3c3d6396295045dd9ccb349213aac87c', '2bf0c8d4cbfd4e54a4659114bd93fec2', '922f5dd4d8584291876c22dec6d06275', '78dd254e0ee04858a6c64d9383ca2f2e', '056a491afa534b17bac36f4f5898462a', '0ef35d84418446f5a6afb03294742914']"
2414,through wooden double doors walk first door on left stairs wait on landing,Go through the wooden double doors and walk to first door on your left. Go up three stairs and wait on the landing. ,"['46084535ba3042d7b8bc94ecc117c3c1', '6f5b02596fb44b84baa6060e5ac1a7e5', 'a7ec19c57ae74c4496f4aa9c7f30c871', '92c3195e612e4fc49fe5b5c687dd5ce5', '2fc43c5dbfd64de19b6b720a6e67babb']"
2415,turn around by island left near dining room table,Turn around and walk by the island. Continue to the left and stop near the dining room table. ,"['21a3b1b76e8649699ad9a1a0aa831522', 'ff09f08326554da4b711c142a4762959', '256dc665735e449390f270c7a458f043', 'd1fc46abf6f1466dab2f032848767753', 'f860f1784db44d08ba6976fa3a0b40c7']"
2416,turn then right after oddly shaped chair wait in doorway,Turn left and then turn right after the oddly shaped chair. Wait in the doorway. ,"['444bc5d6006244e7b609dd9d06fed1f3', '859a7c9c12c847d9a6860bd6d6bd635a', 'c3c5e202b9a04a63ae33742fe9095936', 'c06aae190b804b759496db0b88fe4820', '3aa2bb32a50049de842d066eff185b66', 'c32e11fd03ac4b2bb88aafacff21527f']"
2417,turn right in front of windows way down door on right through door into hallway turn bathroom in front of bathtub,Turn right. Walk in front of the windows all the way down to the door on the right. Exit through the door into the hallway. Turn left and enter the bathroom. Stop in front of the bathtub. ,"['7fcbcc0b4cd149eb8cacc9a64035dc8c', '69d24e4ce1624cdaaa1ea34dba0848bb', 'ffd54f8c14fb4350b1e5ddcc7bfea136', '59fe136fc3e141c2b9c55378d1b39f1e', '5c2d1a16a86e4222a7239a2c9a0324c6', '28f8f7e87c374fccbc585b3dbbc343de', 'ed39e17ee82f43988e8ede839b9358ae']"
2418,turn degrees into bedroom forward with bed right toward doorway with white chair footstool right through doorway degrees left forward with glass right through doorway left large artwork on wall through bedroom with bed on right black chair footstool on left entryway outside patio,Turn 45 degrees to your and move into the bedroom. Move forward with the bed to your right. Go toward the doorway with the white chair and footstool to your right. Pass through the doorway and turn 45 degrees to the left. Move forward with the glass railing to your right. Pass through the doorway and turn to your left when you reach the large artwork on the wall. Move through the bedroom with the bed on your right and the black chair and footstool on your left. Stop when you reach the entryway to the outside patio. ,"['797892fe2c154f389c03ff6e055eca25', 'f106c5744f8e444d931ed9bdd12ee3aa', 'ccabfad5dfcd47cd821e57a15a58d55c', '5f5b895c833b41afb1db0ba29afce147', 'fd23ee9232f54604bda2e7cb0d4055d1', 'd28afd8227934d9e9845a151839f2501', '4b1bbb88b7e444a499ac7c261b4495c1']"
2419,walk out door in front of walking door across patio door then right wood door straight until back outside furniture yard,Walk out the door in front of you. Keep walking and enter the door across the patio. Enter the door and then turn right and exit the wood door. Keep walking straight until you are back outside facing the furniture and the yard. ,"['466ef42243d641888f8044a19d263a56', 'd88c8468a85d47b7bf445cd3fae67262', '1b27ae30f0ec43408a18f21de3655325', '54af55e2794d41cbae1f57d9e152809d', '5cdd513110c54c72b6d9be6f351d32df', '6f5e70ae957d4a95af44068aa4946744', 'a0847e1015a2413ca07e94c09496ed84']"
2420,walk into bedroom bed right pass dresser right into doorway right out into hallway over star tile in middle of floor stop in doorway inside living room,Walk into the bedroom and towards the bed taking a right and walking pass the dresser and take a right into the doorway and right out into the hallway over the star tile in the middle of the floor and stop in the doorway inside the living room. ,"['ec3fd35293e24e53bd326510d9717d2d', '15c01d0144e6410a9c05aa49aed26d6e', '21947bd34d904610867e83c1e9a962fb', 'd907086855c9497dacdb77503099ba10', 'fbe8732f87f94c35a49be695f2a556de', '52ca4f1175c846b0ab281ed9135b1040', '0965af34fada440a89bfb3700aa800c1']"
2421,walk behind couch towards fireplace turn past fireplace coffee table slightly directly in front of wall with pictures of children puppy on,Walk behind couch towards the fireplace. Turn left and proceed past fireplace and coffee table. Continue slightly left and wait directly in front of wall with pictures of children and a puppy on it. ,"['276586d2d2e14dde82b112c03ccf2188', 'c3f75cb415554a919dbc49eaaebc702e', 'e33610a744554c9d9202fa95100304ff', 'adc00d8eaf1448b8b57fa552779ced79', '01b439d39a8f412fa1837be7afb45254', '8f1936c546cb4b4d9a1f6a6ad8949e5a']"
2422,exit closet right out of bedroom at top of stairs,Exit the closet. Take a right out of the bedroom. Stop at the top of the stairs. ,"['3c62d0c1ef944520aa557378c7234b25', 'fea379edc55640b6863f138b527f33c7', 'aafdab8f21be40d8bb49f717aeff4d21', 'db8d7c22a6764639ab807ec3dec69a8b', 'ed79b51efdac434cb12bcd3d5e7fd112']"
2423,walk top of stairs down steps walk left of chair just outside stop,Walk to the top of the stairs. Walk down the steps and walk to the left of the chair. Walk just outside and stop. ,"['5eb5aa410e654d61900f3d22ad4efa40', '12a12badbdf44335b299d7656bac26b8', '36a2419151544f299c99cc0f247b2bb2', '0e7a7b8f99a84a719128d3d0982e9b59', 'a92caa72325040bea8093cd576dd9a8d', '0cef156ab53041da97dd6a70d3d5af0b']"
2424,exit bathroom slight left toward curtained archway pass through archway room door on left immediate right through double doors into next bedroom door on left there,Exit the bathroom. Take a slight left toward the curtained archway. Pass through the archway. Exit the room to the door on the left. Take an immediate right through the double doors. Turn into the next bedroom door on the left. Stop there. ,"['a516beefab4e4a1abeb2165c39c59258', '3545fab034fd4ba8a334f31d6595177a', 'ecd87bf5f6c94ce7b4dfc4c9dbab47a3', 'e57db85f00a9481787bd9c3c98453f27', 'de655166da274d40841f1e5e488ab641', '0a796daf5b734fbbb52974e2349a6c0e', '4531a8cd59c7423e8f938bcd905f7b62']"
2425,walk through lounge room past wooden armchairs walk glass floor lamp up small set of steps corner left down hallway walk into open door room with blue couches small clock on table,Walk through the lounge room past the wooden armchairs. Walk passed the glass floor lamp and up the small set of steps. Turn the corner to the left and walk down the hallway. Walk into the open door that leads to a room with blue couches and a small clock on a table. ,"['dc524a4004ae4faaaf8e4978f7ad7897', '87c5df0ecfc34be3be7b828fc7a60c21', 'e580467633814488b0055f9e5475fedc', '3e2bda227e78440fbcaf5ea18f128088', '1226e70df8e44d6596ea46945a62f689', '18e3c05b91774b1b9200fa4b1966bf74', '89eeae92b2fe4b68abb274970a931608']"
2426,turn building walk right side of see through wall room halfway through between table door cabinet,Turn around and enter the building. Walk to the right side of the see through wall to enter the room. Stop halfway through when you are between the table and the 2 door cabinet. ,"['faf331eb87d74cc09705b5cac988d05e', '37a978a1cc0e4464a714fb676f65b7fb', '859a7c9c12c847d9a6860bd6d6bd635a', 'c3c5e202b9a04a63ae33742fe9095936', 'c06aae190b804b759496db0b88fe4820']"
2427,right staircase turn on landing stairs at second stair from top,"Go up the right staircase.  Turn left on the landing and continue up the stairs, stopping at the second stair from the top. ","['f4810f2f18cb497389628bd8738ba036', 'e49192047ff241b5933dfef7b832b8fe', 'f490656d21134ff79be372d985ad965c', 'fd263d778b534f798d0e1ae48886e5f3', '385019f5d018430fa233d483b253076c', '1c91ed40af2246f2b126dd0f661970df', '79aedad1206b4eea9c4b639ea2182eb7']"
2428,walk past printer of way down hallway exit signs turn down hallway in front of last wooden door on left,"Walk past the printer and go all of the way down the hallway.  When you reach the ""exit"" signs, turn left and walk down the hallway.  Stop in front of the last wooden door on the left. ","['68d32d5b7c78410f9f3331391e178a22', '6bd5f24b732f481b84cd0fdd60f92c2e', 'e26e2cb761894264a4a34b1046701f6b', '830502c684514c8897eb0cca0e19de4c', '93d247206f914bf2ab5b54ef8059af14', 'bb2332e3d7ad40a59ee5ad0eae108dec', '243350c6d7724aef90260bad99534148']"
2429,exit laundry room right inside office through double doors on right,Exit the laundry room and turn right. Stop inside the office through the double doors on the right. ,"['03a14d1a339f44d69f8b4241489a6323', '0d77dfd7a3894c1d83bd26c4a1c8e3ee', '501146779ece478696abb65fcce6ed48', '58548bb6a2fc4c7c8bbedf016c536b13', '0ae8865e3c2d4c3388014c7d85b5ed12']"
2430,walk ahead at hall table walk over dining room right at front of half bathroom,Walk ahead and turn left at hall table. Walk over the dining room and turn right. Stop at front of half bathroom. ,"['7c213023b8a14cf9a77272791de04b9a', 'c73a6f3769bc471588158d99186b80e6', 'f7664517a79b4e2ba69635bffa525d68', '34b8aac0033445599e8932a355b34695', '4dbe1da290ac444cb724401272429465', '7f685a7931294290a830dcf281863746']"
2431,through double doors turn past stairs into room ahead near table chairs,Go through double doors. Turn left and go up past the stairs. Go into the room ahead and wait near the table and chairs. ,"['45a4210a4c224ae5be8b8ce77e6c90a7', '7b1cfeb261774b58b68a0ad935b92649', 'a5dc96ee500247d881a524dffff8b018', '3c639193293c4b7682646fe59d68c556', '23ed105b1f0f48bbb6ec025df9d313e7']"
2432,turn end of walkway through doorway right next hall on right right steps stop,"Turn around and go to the end of the walkway, go through the doorway and take a right, keep going to the next hall on the right, turn right, go down the steps, and stop. ","['1847261760224ca98686a4882ecbf099', '2ca64ac5923c499ab3e8f94063be38a5', 'd1a56fbfc2a44566aff53cab76124e44', '6c7301f898ff4b4c9d915dfbe887d507', '49913376d9ab471a8fce92a8edc786b9', 'af2982c371134df79520b348071775a0']"
2433,turn through door hall right then towards blue lips turn left right,Turn around and go through the door. Follow the hall and turn right. Then go towards the blue lips and turn left. Go to the right and stop. ,"['5a17727c63bb4c64bd10875f8d652009', '1bd459f9e678429b95ffbda52efa657b', 'e908015113524e25a0fe06c0f88d6bb2', 'c66e1c0bbb6a4418bd97da9967ec435d', '5f04c594ab574a4b9f4535abdfab07e0', '318bfec461484262a597cc8fedffecb7', '16897e2c8dbd48c3a44997dad1c3801f']"
2434,away from door turn after wooden barrier straight right side of table completely straight towards similar wooden barrier stop in front of wicker chair on right,"Walk away from the door and turn left after the wooden barrier, walk straight to the right side of the table passing it completely. Continue straight towards a similar wooden barrier and stop in front of the wicker chair on your right. ","['37a978a1cc0e4464a714fb676f65b7fb', '859a7c9c12c847d9a6860bd6d6bd635a', 'c3c5e202b9a04a63ae33742fe9095936', 'c06aae190b804b759496db0b88fe4820', '5fc9ee5a54774739823437f476d70575', '9276c9a3c8964936a1250f7ebd7edbbf']"
2435,enter house through glass doors straight chairs against wall exit through door wait by red statue,Enter the house through the glass doors.  Continue straight and pass the two chairs against the wall.  Exit through the door.  Wait by red statue. ,"['a9a28cd4e91b4bc389e476fedba66069', 'fef2e4d985b549a4964fe7790b4aea77', '98f2fab16dc44b82aef16383127ee674', 'd573afade1c74167ac0d0b1a2e37ddc4', 'd52aaea9fc6e4d5fbecd0220eb9da436', '13c191f506114c73b70830b89e195aa6']"
2436,exit room through hall way door turn through bathroom wait in doorway next bed,"Exit the room through the hall way door, turn left and walk through the bathroom. Wait in the doorway next to the bed. ","['ebd302b1d19e48f7b91a2f662ca0582c', '0c171ecf9f6a46828c74e9088cf0c34a', 'f3914b4071b7408c843d4d45a7370be2', '17ebd8e343c247dd845f76a586f8cf08', 'dcbdda428eb846a586886b87d9552d0e', '031a6316a244425c8c9a7a43ab6de08d']"
2437,walk next pool with pool on left hand side bar with sink in right by l-shaped table with single wooden chair,"Walk next to the pool with the pool on your left hand side.  When you get to the bar with the sink in it, turn right and stop by the L-shaped table with the single wooden chair. ","['e775ea81e83c45719de5a1577f8f7e39', '9b2b12257e9a4c5d9f99f141769e9301', '4739d48c61a04deab15db1eb2c906a96', 'c460d0f6ea8a4458a576efb07d043b39', 'e37d923ec8284523b5c9ebdb35800a3a']"
2438,left into room in front of staircase in garage right into fitness roo,"Make a left into the room in front of the staircase. In the garage, make a right into the fitness roo. ","['9925e8e8fcbe469a875d7ebca3452d4f', '6e7a94e806f8436e8d1d70efdf3bf3d6', '8a2aeda8632c4fb38e51733e873ae813', 'ad24c52938c34a25b7a7c694d4769f30', '349df9d6cf9647a38ec403d5fcffb690']"
2439,walk top of stairs down steps turn down stairs at bottom of stairs,Walk to the top of the stairs. Walk down the steps and turn left. Walk down the stairs. Stop at the bottom of the stairs. ,"['0c17fd1d27164de4ad2274e6e0d64a89', '1555956dd65d45b4a7969e4d151d1116', 'c1b940bb38ca42ffbe2b2b94c05fa9ea', 'f2bd01837bb04271a6ec99c31ea850ba', '76dd8d8a97814d16b3f5401888e7c1e1', '63a2a4cb2cba477bba0ad596573efbf9', '6e7445ceeb244238b3162f7fa478bb6a']"
2440,walk through area wait in bathroom,Walk through the sitting area and wait in the bathroom. ,"['435549d3ad0a4e44b93f2e2d4970f762', 'e1d49f9c53bf45ae98d0dd8fb613161a', '71f79f342cde467ba037a196c4e04f6a', '6ca411a8612d4a569362c6231dcf1b68', '4c6a95e53a7f4f959d32d281d06b086b']"
2441,turn towards long hallway first door on right across rooms in between tables chairs door across with barbers room chair,Turn around towards the long hallway and go out the first door on the right. Go across the rooms in between the tables and chairs towards the door straight across with the barbers chair. Enter the room and stop facing the chair. ,"['91735b09a0a14b168c3a12913e9d4127', '5b951c3db95148eb8fb7963165f14e8f', 'd86710102df44f0083553f7e356e18ea', 'cd4286bc48c240f294fce7e9306a83a0', 'ae6753634fdb45d4aba7bd2973273c17', '4cc28f0811834f66a8b759b463fa7f9c']"
2442,exit laundry room living room past white couch turn kitchen wait by kitchen island,"Exit the laundry room, enter the living room, walk past the white couch, turn left, walk to the kitchen, wait by the kitchen island. ","['459819a39f89447ab8dd531fa38f0c3e', 'f3c8df634cca40529a3072200d6820d4', 'f636b5c9907d4977849eea19746caf67', 'fcf3b78d35544555a69e47f346b63e38', 'f988fa11ddd7405f8427445a04494022', '1f82c88d356249708e9b46448be7034a']"
2443,walk past table with flowers into room with chandelier walk past couches in doorway outside,Walk past the table with the flowers and into the room with the chandelier Walk past the couches and stop in the doorway to the outside. . ,"['3f3e1d02446d481b8be89c72abcf1c00', 'ad6aadd713794c1c84191387d4b95140', 'ad6d632f2967414abfcc9aedbc12c1cb', 'e2191119aba24d3d9326ff49c302f1f8', '6d9e2419fb8e40d0b158e33798e134f5', '23b907de91124aa2893d467659eac406', '722c4e53817f48e2aff7099315376b15']"
2444,straight bed room door on left into bathroom wait by sink,Go straight and pass the bed. Exit the room using the door on the left into the bathroom. Wait by the sink. ,"['006712c7ac144e9f9d36be2efd86ca61', 'b8d39c5113ee41709a857e1ddb0bcc31', '653607f8da534a44b23e59d28b7db059', '924d79eb7fdf4504a97a22e1d96b2a6a', '31447d5126954b3aba54bebd9f768964']"
2445,stairs into bedroom on top stair,Go up the stairs into the bedroom. Stop on the top stair. ,"['4739d48c61a04deab15db1eb2c906a96', 'ff2dd63ad83245c3b4831b4f8a6911ac', '2596868500734b1496d479e6936cceb3', '981311e64aec4d3f8e403f349363e065', '094836afff5e4fbfbb6659a96ec665b8']"
2446,exit bedroom turn past stairs hallway left turn again past side table with lamp walk through doorway right at next hallway wait near wooden banister,"Exit the bedroom and turn left. Walk past the stairs, following the hallway to the left. Turn left again and walk past the side table with the lamp. Walk through the doorway and turn right at the next hallway. Wait near the wooden banister. ","['9e807dab53ce47cd9ba4e38918e854d1', '5ee0bb94477840b8889ab493404d9161', 'b36e7fd7a96b44b79bd7e94f9bf75c91', '050910e36ac9414c91bb44d962153689', '7b708eb6eca54256976220baf01508de', '9bf70d9f93b9443c89b19bfd9503a56a']"
2447,head inside room towards stairs wait near doorway left of stairs,Head inside and cross the room towards the stairs. Wait near the doorway to the left of the stairs. ,"['ad945086480e44eb9c6cb83c63cd7864', 'eae656fc42b1467089883eae9a69c9da', '85f8ca653a7d4d2c8b5415c12bd0abf8', '1ba7d881e867480585d80c1222f54028', '975241bb74e744ed97b658a04f189d47', '6acea2b64c694b948f50da07d88ed31e', '099839b0911a409787e237301c90e418']"
2448,turn lobby towards double doors stairwell large dining room area stop,Turn and head down the lobby towards the double doors opposite the stairwell. Enter the large dining room area and stop. ,"['a2e6626d7a7e4c7297e0609c92aa7945', 'c34505b3a744494daa6dbed3e9308119', 'ffd2d7780984422f8e1f8f6f79ea89af', 'd1732bbf32ad4cf096975da88e5b2cfb', '41aaadfecbfb4c61b9810937212d2ebf']"
2449,turn around down hallway end of grey tile stop,Turn around and walk down the hallway to the end of the grey tile and stop. ,"['1658cf239ba84bd298464bd7df7ab50c', 'ea4298ce6f094758ab87d303f2c1a3f3', '8a635ca266c041c484817498ec7aaabd', 'a66b30f181774c02926ec17922f8e0c8', '343c4f94c6aa47a4b635a78e8c9e2ef7']"
2450,turn painting on wall then right towards bedroom near bedroom right again bed way towards right corner near paintings on wall there,"Turn left towards the painting on the wall, and then turn right towards the bedroom near it. Enter the bedroom, and turn right again passing the bed and all the way towards the right corner near the paintings on the wall. Stop there. ","['0e45c1af5098415c9bbd3a6ce537c7cb', '4385dfc7f81c413b86bb06658c1ff5c7', '1e61d22315c945378096f3055645d9e1', '5f1b89f0e0f341849fcdab381165cd26', '57bdea1f5113402d9b4a65450e030424', '21e7d627b7b34355a52f3c88cb2ad446']"
2451,turn right before mirror straight in doorway at end of hall just before large tan rug,"Turn right before the mirror. Continue straight. Stop in the doorway at the end of the hall, just before the large tan rug. ","['d2de17fa68294749a01641894b6ab12b', '813a76fa308b44f292ab40a25d1565ab', 'fa1d02186f8e4eba917dad99cf856b35', '4dbe1da290ac444cb724401272429465', '34b8aac0033445599e8932a355b34695', 'f7664517a79b4e2ba69635bffa525d68', '5a897a166f6e4d3a8e2b2d94f03f86a2']"
2452,turn through door hallway at first door turn top of stairs,Turn around and go through the door. Follow the hallway and at the first door turn left and go to the top of the stairs. ,"['edf3c245e1fa4fd9a44bca6a8c07f57e', 'd7044641458e49b0803e186bd1856994', '2c16cbd610cf4e1b92b2830f51c07e32', 'cc15fb105d86466faafdd633f89148de', 'add739ed237b4b1ab540290617cdb30d']"
2453,walk through entryway through open door into home walk cushioned benches tiled room past closed door with plaque above entry near stairwell on same wall,Walk through the entryway and through the open door into the home. Walk passed the cushioned benches and turn to walk passed the tiled room past the closed door with a plaque above the entry and stopping near the stairwell on the same wall. ,"['577bcd8b4957430ea30e90bc6dc5dca6', 'def212eb7c6644d19129693d7301cc0d', '8ed24114308b42b6ab1ddebf3b3a6541', '25fcb7deb9344557a5084b91d6564584', '56a9271c94ae455aa37d8e751fe782b1']"
2454,turn bar around bar left table pathway on left painting through door in front of tv,Turn around and go to the bar. Go around the bar to the left and pass the table. Take the pathway on the left and pass the painting. Go through the door  and stop in front of the tv. ,"['b6018ae2d13248f7a12edbf31f70b04d', '01b439d39a8f412fa1837be7afb45254', '0fd8c430bdb34aedb5c11b56ceb13b63', '491b9b2d5e63400f9b448e5603dd05ae', '67ff5dc94eeb4675ba3a2074ee5ca22c', '6a0eb3cedc6847efa4044c75ad7649a8', 'b64a2ef467bb455aaee16a04bd9d7812']"
2455,turn bedroom walk towards doorway bathroom wait there,Turn left and enter the bedroom. Walk towards the doorway. Enter the bathroom and wait there. ,"['bad24c9d90de493eb70e9af8383ee598', '0226db0c3fd24410bbf3db5e6d4b24fe', '7316bf706e0d46368334c0c989210e09', '79595c05fd25478a9907f6a11bcfced4', '1b4824ffdfc44d08aa648e90241289e4']"
2456,walk towards stairs walk past stairs door bathroom first right past stairs in doorway,walk straight towards the stairs. Walk past the stairs and enter the door the to the bathroom the first right past the stairs. Stop in the doorway. ,"['7e78414b83ee4a378dfdcc91c052be65', 'b31ae8536d72434ea33243b17fc0dee0', 'f97419bd62f6462fbbf8fb8adc4dea29', '3b67353ba5e64feeb33884037fa14ce6', 'b0ed9edb0520444da200f5f5c1f92e4c']"
2457,exit bedroom small set of steps towards kitchen at fridge into laundry room,"Exit the bedroom and go up the small set of steps towards the kitchen. Keep going and turn left at the fridge, into the laundry room. ","['faa7088781e647d09df1d5b470609aa3', '7d708a5b80ee45979870bae83b2bdd44', 'c29e99f090194613b5b11af906c47dab', 'aa4cfd0126dd4c6a9c533ca9cb4a033d', '5bc41a6e3b7748149e0e8592c5b4d142', '3f432ddd169d4433979e004d1237d029', '3e51eeaac8404b31ad8a950bb2bb953d']"
2458,walk right past television walk past table chairs turn by oil heater,Walk right past the television walk past the table and chairs and turn left. Stop by the oil heater. ,"['e58daa54fe36484984da0fc3e209ee39', '4a3c031b6787433fb02da9d40a359c68', '2dae060398e8498d8e8f6f319bdf8b40', 'c69e398f10eb40938d19c2c736b0c084', '9b3beab962d040428acc300ff7a9326f', 'c4b53f73a3734bc7a5b51747e5d1d5f7']"
2459,through large glass doors turn past left side of furniture turn around corner by doors,"Go through the large glass doors, turn left and walk past the left side of the furniture, and turn left around the corner to stop by the doors. ","['b5de38fa174e49ccb91d7140b03a4da8', '7d12c880e74b4aaca567cd3a1b2805b7', 'd84053246d3e4a919e1562009d52f1c6', '12d3b3aa982a491180d7fa0e3231f2af', '8c795a963d3f46e2b830195e9a418b6f', 'f21573f2d2f244fd9e176c94f75b063f', 'da03259fb98d42f2a9b67f29399dc0cd']"
2460,straight through doorway in hallway turn through door room table doorway on left then straight through set of doors until large room,Go straight through the doorway and in to the hallway.  Turn left and go through another door. Cross the room passed the table and enter the doorway on the left. Then continue going straight through another set of doors until you reach a large room. ,"['4504315e4d534815bc6f3080f3619cf4', '78ad6e43879c433ea88417b72e61c80f', 'f93b1f2597b6492cb03b4e70763e6a93', '611214ad029a4d4da4b45ebb8a257b3d', '36ba7aeeb72e40d69e3e1c775e4bf541', '3d11e46400a14c6cbc0ae42a5057ae97', 'd4187eee459c477eb49e376eff9fefb4']"
2461,walk through doorway towards bed left second doorway head towards stairs stop at stairs,"Walk through doorway towards the bed, take a left and another left through second doorway, head straight towards the stairs, stop at the stairs. ","['79961f24d27c4f4e8b4c4e0b62058ea1', 'd1356be1da164654b63fa549774272e5', '8e370e8a9f8743b58f3e66b731413d18', '816408b1ebd841e99b893b2c2dc240ad', '209cfff028e843749f35039a95d16d97', '4d059bb6efaf411985e6ee5eba2b0c64', 'd2de17fa68294749a01641894b6ab12b']"
2462,walk out of office past sink right right up steps on fourth step,walk out of the office past the sink and turn right. Turn right and walk up the steps. Stop on the fourth step. ,"['82060e76b8e743c39c7eba0fb02cb5dc', '9b17f6bce0cf41d9ad7eacc6dfeb73e1', 'dfb1f5674ff1434f8e101bcd9d3cfb20', '8630d0d97d4c4767b37488dfbe97f51b', '51d93d4c184f4197bd84f9b082b54e2b', '54412fe5b92e49239cb028c9234aaa0c']"
2463,walk past vanity left at wood walk past antler chandelier walk past stone fireplace left at elevator wait at threshold of bedroom door,Walk past vanity. Make left at wood railing. Walk past antler chandelier. Walk past stone fireplace. Make left at elevator. Wait at threshold of bedroom door. ,"['7d397b5319364783b60956966785ae9f', 'f0501ef281ab486eac400af37a580e19', 'ba692fd9ec524282935a608d975374e3', '9bbc936210084a00ad05856e0f5a3364', 'cf4babf2d24a44418351494fa1cb5ebf', '22f85dac33524c6889f80fa7e76a6790', 'be8ffeba688d499b982fa36b58f0cef1']"
2464,stairs turn stand near couches,Go down the stairs. Turn left. Stand near the couches. ,"['88ffbea957e34cd09d0ce2d3290e9694', 'ff3ed1ef732845839881115ed38d331f', 'fc188c1c407146ce88db33e41d932cae', '01b9f3583d5e45739e01e0b3cfe21c09', '07828abd68f54c2ba9ede7aa649932df', '5278ace992664bbcb69d686a7be2c3b3']"
2465,walk towards giant archway enter home wait inside of front door,"Walk towards giant archway, and enter home.  Wait inside of front door. ","['7e858ef0292448b799190da474801921', '59b236a79bd648d1a01136a8061da36e', 'b5de38fa174e49ccb91d7140b03a4da8', '7d12c880e74b4aaca567cd3a1b2805b7', 'd84053246d3e4a919e1562009d52f1c6']"
2466,room stairs laundry room through first door at top of stairs in front of sink,"Leave the room, and go up the stairs. Enter the laundry room through the first left door at the top of the stairs. Stop in front of the sink. ","['76ba074e4b7a46feb3d829302db3bd2e', '73f8049b6198422aa5f2edfc71fe423b', 'cc896d0984cc4661bff9087a0df6967c', '5a72c23b99fa40f1bcd9dfbb60340b05', '6c34dde402304953a9416e2781de607f', '1239dba1b6234964b420a56d82d79d7a', '6a3fba49106e4a9fb40cd0bf47dd4d46']"
2467,exit office then area wait in hallway between doorways,Exit the office and then exit the sitting area. Wait in the hallway between the two doorways. ,"['b2c2abdd75de4ea6b203f890bf89cfb0', '7a45313ee05048f2bfa610ac81986e1c', '52131a7696fc47f4bffd1c0cfd57a454', '93848517830e4376a3d3576c16e3685f', '8906c7b18ea149a786d9f2cb83bd2f16', '994e59a2e5cb469eb29c7ff68c6d49c2', 'bde29f48ab814943baf4a7193d143d6e']"
2468,exit room then right straight until brown chairs then right wait at entrance,Exit the room then turn right. Continue going straight until you pass the two brown chairs then turn right and wait at the entrance. ,"['c3b46ef0552142a6b62a45cd30f26de8', '8c6c60e241e34c0685171c4f55322940', '751a95287d8e487eac608776f5e3a546', '15791b161c944d269ae3727bf19fc1a6', 'd7ec37565be24b1ca1d4f99c34fc1632', 'de68d1221d1749b392aff06c48512cf0', 'e5c5d8fa1ad94d97bcdb74e69e938ea0']"
2469,walk past washer driyer sink out door kitchen dining room,"Walk past the washer and driyer and sink, out the door.  Stop facing the kitchen and the dining room. ","['2ea5348654d24115bba3dcdb21fa655e', '5a89e430e6fb471189468fb44bbea75c', '947f02de64db4ccbbe220a9f9124a815', '1e597325e01d4a9aa332e92abc455414', '46631317e8684d3f98f0b9c7d3c51417', 'd3ccd0cf1696423694339822a7eb52b0']"
