src,tgt,path
walk through bathroom right walk past couch table chairs behind chairs,"Walk through the bathroom and turn right. Walk left past the couch, table, and chairs. Stop behind the chairs. ","['4256db7f41e440f9a4d097079c53d560', '4b69f27bd8c84260b8d455f5711e8647', '2336065dc5eb45d5a6807c94cf3072cd', '767338ad85174714a86e1e60a866a829', 'd35571d078954f8d89dcc1c79d91674c', '418fb1f91e9543aab0c4205a90ce217d', 'd3c1b1ed115c4034be5946179563ff22']"
head inside right forward into bathroom wait near bathtub,"Head inside, turn right, walk forward into the bathroom, wait near the bathtub. ","['4d36794543214b2a80738a74a9929dc4', 'bbe77cfe6824428fb8400849ebcb2584', 'c823eb7138474e9d9fb2026a01ef7a8c', '3a1c1e9d72cc4a0689941f6086cba5e3', '820774305e6f432ea789534d9cda5671', '279aa7019bd34bba990d425da5166638', 'ffacb35a54514b50933640577802d946']"
stone walkway towards glass doorway right into glass doorway wait,Walk down stone walkway towards glass doorway. Turn right into glass doorway and wait. ,"['9b66262361814acda74fb9444039622c', '5f70dea238aa4c8eb85954cd768c55fc', 'f74428d06fa34b79bcfccb38f448e2c8', '615acadbd02d4570b997e6021233996a', 'f1c9fadd26764ee48670b32571ce9c39', '48a174fdebfc429c9d5cca4e74d7fbdd']"
walk into hallway right way down stairs.make right at room entrance,Walk into the hallway. Make a right and walk all the way down the stairs.Make a right at the room entrance. ,"['5d5aa3fb8039496b9930c0ca09d277c2', '5117df51d5b64847980813ed0519f031', '15db0029a9844a5c8f8aadefe7178d10', '8fd980702db14e348e93943d61fdfb9a', '9a477352c0364b76839862c7298bfb8e', 'd2875e02333d4dd991e866786a87c1be', 'e85f9caa15a64aebb9e9138395a457d9']"
other side of library stand on red dot blue dots,Go to the other side of the library and stand on the red dot. Follow the blue dots. ,"['cf726b6c0144425282245b34fc4efdca', '84291807bc3a4c9ea9f5d7f7ef53704c', 'c4e9e99398d84df5bf0150c484ebcd01', '7515999894aa42ffa9ce63c8cabe246c', '4c793e5198034f3eb52a199745373fb8']"
turn right walk through curtain walk across bedroom exit bedroom through doorway on right wait by towels,Turn right walk through the curtain. Walk across the bedroom and exit the bedroom. Go through the doorway on your right and wait by the towels. ,"['3103ac3f8af84b21baa815a539ef2d1f', '547c469228044c6999ce9384bd83a1b7', '14f795852b794fd79f8867eb631fb873', 'c130d4a1cbb642c0b7fc079969f2d6fd', '4ed0dc66de83415196cb59d120b71d55', 'ef22fd41921142d4a36d6354d2e10d23', '700e564b1a6f4ae2a7a230639c9f2b7f']"
stairs then after slight left into kitchen then,Go down the stairs and then after take a slight left and go into the kitchen then stop. ,"['564ec6d404cb4349a21a05e0b4bc5fc8', 'aa6ef1806b414e5ab49db9a45595c8cc', '0d24c66abcef47fa898d9c239e6a3de9', 'e94cd6b986b5456990723fa8d9612759', 'c1be688e07c845d194fa8c32d6327968']"
walk from cigar case across room enter hand side stop between urinals sinks,Walk from cigar case across room to restrooms. Enter left hand side and stop between urinals and sinks. ,"['17be6f4e233546548c6c03fef0459044', 'ccfc7026f4c6494ca251076c85aa906c', 'fa1f118c0f924788aa7ea44f690a054f', '06c88433ed80477f90bd50f8dc25e7de', '77cfb227d30443428d4c7787a3da713c', '16c5a8f68e1242889dcb3854090c7a86', '050e4a7ef017477499ad9595e3e2a812']"
exit men bathroom ladies bathroom wait there,Exit the men's bathroom. Enter the ladies bathroom and wait there. ,"['16a0cba0f2b449279095e9676005a3b9', '050e4a7ef017477499ad9595e3e2a812', '16c5a8f68e1242889dcb3854090c7a86', '77cfb227d30443428d4c7787a3da713c', '06c88433ed80477f90bd50f8dc25e7de', '64d3b2030ff44be8b25729c7658dde17']"
exit room through middle double doors across room first door on left continue through hallway stop on rug inside door,Exit room through the middle double doors.  Walk across room and take the first door on the left. Continue straight through hallway stop on rug inside door. ,"['0026d80fc3c84d91bd088b831d230738', 'fadac209cfc04129998323d048a5c908', 'f5bef118db5b41849ce63cbfcefed938', '0cb7f98845aa4939a1125d430acb7183', '73de1f780b804c92a2441ac92c442c49', 'b6bcf908137f4b2d83d66e5fe6c35656', 'cfd9511c06b34cd1b89ba36919a4e6b6']"
exit room through open door room on left wait by doorway,Exit the room through the open door.  Enter the room on the left and wait by the doorway. ,"['90f5e6e359b949fdaabf8ac3ee50a82d', 'ef12b1ecc3be4693b327e30468697a9b', 'efcb9e4c410841ca8665f6cab94e943b', '7e23cbe5e28047d49ab4641f530c9f00', 'be5b6e7ec1654cf5bef5d348f9601697']"
stairs then u turn into room ahead turn wait near toilet,Go up the stairs then U turn left. Go  into the room straight ahead. Turn left and wait near the toilet. ,"['f115d708bfd944c7a6bff880581d79f7', '9c4bd27f6372466f904b6ce78045857d', 'cd289dfb2a4d4161ab18c8b0e7889f0d', 'a2131c9b8e674c3db73821fb924f1644', '81829ab350054bf297a7ebbb1eb4fcee', 'fefbf5f40d364b0fb096d1d93aba4316', '8646134295d2446ba7e27db2fd6da710']"
up stairs on right wait,"Walk up the stairs on the right, and wait. ","['b0e48743d80b4fbb9a9c7dfe5e08f49d', '8836420cacbe4c37a57a8f8645da320b', '82e8acfab99d4441ac4da5bf22c2642d', 'ed79b51efdac434cb12bcd3d5e7fd112', '4a2b6fa66ac54acfbae98270236548a6']"
ahead right steps straight stop upon kitchen,Go ahead and turn right to go down the steps. Continue straight and stop upon entering the kitchen. ,"['ce88ee8b7ee84fca92c13ab16599d90e', '4a907cb4383f44ffb221841eac4775a6', '63a61ea85f58452db2c228c737ce2283', '54f59a5c1c4f4de69f48c33e4e4ac5f6', '75f912cc662f46c6884c3dc3a30fd6d3', '97cf79c77dfc45b2ba2f79ead489f21b', 'afb429082cb0421ab1924a1eb314624a']"
up ascending stairs right stairs on stair fourth from top,"Walk up the ascending stairs, and take a right to continue going up the stairs. Stop on the stair that is the fourth from the top. ","['c29e99f090194613b5b11af906c47dab', '5125c4a0a99f45788e694d5a73ba99c7', '20f70ab4efec496c86529075648caef2', '1b321779a4374c2b952c51820daa9e6c', 'd70997cce0464616a65afcf28d32b41e']"
downstairs almost down stairs at level right in grey doorway,"Go downstairs, when your almost down stairs, at the level, turn right and stop in the grey doorway. ","['7fb6b56858c14239a79f65ef01e8691b', '5f8485232eeb4d74af9fdf2894ba058c', 'd70997cce0464616a65afcf28d32b41e', '1b321779a4374c2b952c51820daa9e6c', '20f70ab4efec496c86529075648caef2', '5125c4a0a99f45788e694d5a73ba99c7', '7cd02069ac1546319b95be27fc04d7b5']"
stairs straight hallway wait near sink on right,Go up the stairs. Go straight down the hallway. Wait near the sink on the right. ,"['dc24c0e57e874e40a3ece84d23c012e2', '00e1ca9383af4c7ba86241fdeeb73819', 'ba5d70e6143e45c3a8281157ea9ed905', 'cf179316af9845da991406a02a012674', 'e8baf2b6f92146069db9252267cf8e12']"
exit bedroom right enter door on right,"exit bedroom, turn right, enter door on right. ","['40268bad0e6240a2950ec0b8f46ba5bb', '3942d5496e264f0d806d0707eb365337', '5832fa0c60c9437b88f5d4caea1ee610', '3fc59e198b3c42c5a7f5c5b2bce5e18c', 'c8ecc5b238f143d89d756449616c5798', 'be56a19405c9474786bdce274e3a4733']"
leave tile room right at bathroom sink,"Leave tile room to hallway, turn right and stop at bathroom sink. ","['97db9c9bd9824a3ca623db620331ea66', '3fd2f1d849de4e9f8c07863c845db6b5', 'a8cb8984630b456a96923ef0d7c3aeb3', 'fdf0fc24f7c549ccbb78e972c8024fa9', '0c5658ec8f51460fbf29d6aedcfb4bca']"
down corridor past exit sign past first doors,"Walk down the corridor, past the exit sign and stop past the first doors. ","['61b8ed10e81d46e09e19515659eada92', 'b22d5420f0b54692b01da8e91ba2d92f', '772987c5182047be8aed36730aa1d6e0', '57c701cc1ed74df19cd6c9a754c9baaf', '1fd387a5d80e4d58972490d89edee1fd', '858a873ebc524be8b6c916058c9fcd7e']"
right side of kitchen island stove doorway nearest stove staircase stairs,Go to the right side of the kitchen island. Go to the Stove. Go out the doorway nearest the stove. Go up the staircase four stairs. ,"['2f58ce64fff84016a48b598779720fa1', '2450c6afba784195bf10834c786a1de3', '949b0754cae54aa0936b0ee9e1df149b', 'fb76fb85a5984f3b871b02607a535c8d', 'b28f29d6260f46b6bd9eaa97d787ea53', '4dc03c8cd82e44e7a2a825dc48417f45']"
walk by left of staircase enter bedroom right,"walk by left of staircase, enter bedroom and turn right. ","['dc189857232643f9a17d5760ebb07b02', '1ff35596f9cb4b98ba4f08dda81c1654', '5d711de78dbd400aa4cfd51fc05dfbee', '2f1dd90f66c64ef5bfa5255692e7304a', 'ac03b99e3f3642be80b4d24fde0af03a', 'd88c41884dc24efbb5c1b7dcf97998e9']"
walk out of bedroom up stairs walk past steps into kitchen stop by island,Walk out of the bedroom and up the stairs. Walk past the steps into the kitchen and stop by the island. ,"['4b643a114c19427ba3f1f5b2580f6724', '32eb496edc0d4c42a2ab57fff2512a99', 'b04418ba1f3c437f9006e16dfab20c2f', 'c305c2e9304047b2a87bd1e56ce01b55', '2f9f9138696447ce8cf3d64be4339a4f', '452f930d3b20485088ca14b716189512', 'fe7d2c6830bd45f680b43a6a5298d218']"
straight past couches room double doors on right right wait across zebra painting on left wall,Go straight past the couches. Exit the room using the two double doors on the right. Turn right and wait across the zebra painting on the left wall. ,"['b9da45eba09347cca11a17df78db48f8', 'bdbad33ca8034305ae6bad4b43994068', '126ef6e65677477f826f0b6ddbcab9af', 'cffa1c807d2c4a708aa1e5f42aeba106', 'b09e4d4c48154b58914cf98dc3d8983a']"
pass christmas tree light blue chairs red chairs then other christmas tree turn by large table with chairs,"Pass the Christmas tree, the light blue chairs, and the red chairs then pass the other Christmas tree and turn left and stand by the large table with chairs. ","['8928b554a7004ef9855170e584781f31', '267a7e2459054db7952fc1e3e45e98fa', '59b190857cfe47f691bf0d866f1e5aeb', '150763c717894adc8ccbbbe640fa67ef', 'b411496c1f7b403981f0c2f24995309c']"
through bedroom into area outside on porch,Go through the bedroom and into the sitting area. Wait outside on the porch. ,"['a516beefab4e4a1abeb2165c39c59258', '3545fab034fd4ba8a334f31d6595177a', 'ecd87bf5f6c94ce7b4dfc4c9dbab47a3', 'e57db85f00a9481787bd9c3c98453f27', 'a515a42b3cfa4005affc8b3f14d8ca2d', '6a15f715d61843b2a84845d392ec0b72']"
head into bedroom left through doorway into circle room then right into first doorway step into closet wait,"Head into the bedroom, make a left through the doorway into the circle room and then make a right into the first doorway, step into the closet and wait. ","['929158cc8c424c099a601a36e0fc2270', 'b18be3157a6f4b9c8df154f8f310099d', '7478c47d6145458d80f89cee31d70fdf', 'ef1d1f1bcbb84b0b8242a4c7cef97909', '303468f25f254a04ba109f567acb4340']"
straight then after stairs straight into hallway wait right by painting with small gazebo in garden,Go straight and then after you pass the stairs go straight into the hallway and wait right by the painting with the small gazebo in the garden. ,"['d27baa90a51345e6b2f2c72588dd29a8', 'dd0fda62dc354e1b8fba87b27331dd42', '2067f05c08684509a550a1188522e869', '2665dbb7fe3e4f33811e687cc4054393', '6f9eb2058c134830b45d010c01de8e96']"
walk straight toward house almost until pool wait there at corner of pool,Walk straight toward the house almost until you pass the pool and wait there at the ending corner of the pool. ,"['131ddd8afe144bf9a0d22bdc435f117d', 'c1601686ff1d4d6aa7b01a1cb4bc7e00', 'b1ce0ca7853d4889ad9313a89b8150ac', 'bb06442335d542cbb733939a78fcff36', 'ce55b83aa694421a89a9866dc7c6b7b6']"
walk through open door left down hall left at second open door,Walk straight through the open door. Make a left. Walk down the hall. Make a left at the second open door. ,"['41fbb6cadff540b48fcb2021bcca9364', '6dec3cb690e24470a108893fc88ec52b', 'cb0762e9b6af4891b7be36942549586f', 'b1a1885860a54b8cb99c6f4ac19999a5', 'f15cd6746d1f4b7a804ede38d47cfa03', '5fdff4b578f24ff98a213299f3d91576', '0608309a14594ef9ac53c26b9e03a1ae']"
up stairs left at very top on last wood step,Walk up the stairs to your left. Stop at the very top on the last wood step. ,"['9d26c238860b4508aaff3299af4c1681', 'b0e48743d80b4fbb9a9c7dfe5e08f49d', '8836420cacbe4c37a57a8f8645da320b', '82e8acfab99d4441ac4da5bf22c2642d', 'ed79b51efdac434cb12bcd3d5e7fd112']"
walk by window of house right by commlum,"walk by window to end of house, turn right, stop by commlum. ","['58a6801fbf32464a8d6fc34db3bc991e', '86028d7e79e14e0790334948dc507179', '70444357e75a448a8668baf96fb1a922', '3d6c95bdb9514f499d1cea7bf2a4b648', 'd4c480296b2c421781098c75e402b30f', '5cc8851fe8e74cf6b8dd3114df833c2a']"
exit massage room right into rightmost room step in near white table thing,"Exit the massage room, and make a right and go into the rightmost room, step in and stop near the white table thing. ","['eb6b13622d6a4efcab3e53cabf5e2f01', '28c66f311baf4ffa9cf71e45bf1ca165', '67a696124eb54cb9bb570f28df5fb8ab', '6f0a4e9374f24721a85f9853e9381aaf', '2043564288ac41a48c1e6caad1e7a48c']"
enter glass doors on left through arched opening under chandelier,Enter the glass doors on the left. Walk through the arched opening and stop under the chandelier. ,"['06da7453b0404447beb234e2965c9c1d', '912e008205b74654bdcc87040f5f4c6e', 'c166cb16a3134e1b8d8ab37ffae7ae49', 'b6ab88125f984cda94011fef788e23d0', '50121b93b22d4afd974a914d344e08ab']"
turn at counter with pictures down hall right bedroom turn walk-in closet,"turn left at the counter with all the pictures. Head down the hall and turn right, entering the bedroom. Turn left and enter the walk-in closet. ","['91c5afdf381d439380d3ca8d6eb27b03', '4385dfc7f81c413b86bb06658c1ff5c7', '1e61d22315c945378096f3055645d9e1', '5f1b89f0e0f341849fcdab381165cd26', '3560fdb7b97c462ab565c8946b77ecef']"
exit kitchen up stairs wait on stair just before landing,Exit the kitchen and walk up the stairs. Wait on stair just before the landing. ,"['d8704782e15f407d94c06a2b89ea8411', '466bd9b20f7940fd96f766b51641e3fb', '8ca6a0d87d1d4741aac838c39171e4a8', '6e7445ceeb244238b3162f7fa478bb6a', '63a2a4cb2cba477bba0ad596573efbf9', '76dd8d8a97814d16b3f5401888e7c1e1', 'f2bd01837bb04271a6ec99c31ea850ba']"
walk right living room next small round end table on right,"Walk right to the living room. Stop next to the small, round end table on your right. ","['9376619fe9f04b57afe602afe554c680', '48cd71c5f4014463a326940cdc43521d', '89f0bcf59c3544e18b4bb2a1e678bf33', '2ff597e4083c4124924fb6529da91e1e', '8a6f42f92af64cf084c2adfc7397e142', 'b4a95ae65e3947759563d94e9cfa135a']"
stand just outside doorway balcony,Go stand just outside the doorway to the balcony. ,"['7b5d4b406dcf462e8edb1b1dce825695', 'cde9277ca5a74751ac26fa289a0ec5f5', '073ce382f78d4a81b8c673591a954997', 'e63cf86fedff45b8a5c895adb0cf614f', '3cab0ed3e0834e569223ca0befce5d9e', 'e5d088fa8d764d6daa2e8daf7c9eb035']"
walk through doorway slightly across room slightly again few steps on stairs,Walk through the doorway. Turn slightly left and walk across the room. Turn slightly left again and walk up a few steps on the stairs. ,"['15b25adcf9bb4a0f8c751138a651dd8b', '0fc2263dc29f4a9183320eddd33edb58', 'f461fdc9b5c54386bcb1350bf4072015', '1e6190c84052401d8a2435eed54b82aa', 'fa30e6859ca249a78879975b0b659bfb', '0896e14268a54c1faa6a5648eb8eb63b', '959878d8792948b5888684622f4eca36']"
bedroom right past stairs bike room on opposite side in doorway of room,Leave the bedroom and turn right.  Walk past the stairs and bike and enter the room on the opposite side.  Stop in the doorway of this room. ,"['8310b328af0a4096be09f78e30f2c53e', 'f5cf1375de4d46b38328dda8ebcd6ce0', '32c98b5cfe804dd185a8cb6ecb91a63f', '76dc52af56e842c5b53f25d93e938299', '164618f724c64b43934cb95b11c89593']"
hallway large entry way into right hand entry stop at fireplace,"Walk down hallway to large entry way, walk into right hand entry and stop at fireplace. ","['057976101e4f4f04b99391f81aa9c1b8', '807009de2d6c43bf857a9250dc76f8be', '56cf724d00bd469c8c4b80ad9ffa68dd', 'ba5080db55e84e4f9a9c02a4549e7448', 'e51fa073bf2a449989cd5c29ec46fffa', 'b4e027328a1b492e85e269df23fef364']"
exit break room walk into office immediately right,Exit the break room and walk into the office immediately to the right. ,"['e2bbf2292c36441ba9b983173dcb5ad2', '433e85ac1f964f0fa890b355ba051fc5', 'b3ca3a91700c49b8aff581d29df40748', 'cf56d49958ca4d5fa4304f939c88e36f', 'ed4f2432f7bb453680779d5beadac7d0']"
hallway inside first bedroom,Go down the hallway and stop inside the first bedroom. ,"['32fb55017460457cbe0b8d1790a54786', 'dde66ea80aca47968d3ec9c6e6ef3c0a', '3c5c466d4f64452a9e87c545d918c4eb', 'd73741360a1341a5b6bd420c11b70105', '6a10ae81330345f794a55f2d96a86ea6', '5b7f2cd508224cf494408c67bb305815']"
turn room once out of room turn forward once in front of first wood glass door,Turn left and exit the room. Once out of the room turn left and walk forward. Stop once you are in front of the first wood and glass door. ,"['769866f82e6b4388b8b63023532685e0', 'fabe4fae36f74d6d8ae8d64cb5ca9b4e', '643111d29ca04e74abff09ca7be0fcdc', '209a0a0f9b4d4f3caaab3c25cbcd9105', '7a42af4caa814affbce3c5325c0eb181', '42ea9388a1f74f0c84105ba33fab13dd']"
into fourth door from right wait at entrance,Go into the fourth door from the right. Wait at the entrance. ,"['ba6b4ad45b384ebeacf354c5d725f3b1', 'aaaacb5ba3d54336ab642045633dd829', '5eaf782cc1e34b038bfa2d2fd383ab0a', '67a696124eb54cb9bb570f28df5fb8ab', '6f0a4e9374f24721a85f9853e9381aaf']"
light switch glass wall hamper round mosaic,Go to the light switch. Go to the glass wall. Go to the hamper. Go to the round mosaic. ,"['b3495296a3cd428f9bafcca85050c313', '5edc5a5dae1c427f95ac930e3bf68700', '55fb9841019e4ca3ad98f4ff85ea4cab', '2ab7cc6ff29e4f8298446de2fb2a3f01', 'aaaacb5ba3d54336ab642045633dd829']"
walk out of bedroom past bathroom turn down stairs on fourth step from bottom,Walk out of the bedroom and past the bathroom and turn left. Walk down the stairs and stop on the fourth step from the bottom. ,"['75d7eb848ea84a6dbb717dc231cf2dab', '8844f8fdc366462587b70fb7ede46242', '4ea1cfa67ec145b39f90056a02a43d9f', 'c20f944e9c434804944b0c1251247202', 'f1b191033043441987b8ebf1bb55002c', '68e4c4477aa442cbbb9a9f1e54b9b831', '96490c4da78240058d1f76a07ed95c9d']"
stairs left at couch straight from there until doorways one on left,Go down the stairs and take a left at the couch. Keep going straight from there until you come to two doorways. Enter the one on the left. ,"['959878d8792948b5888684622f4eca36', '0896e14268a54c1faa6a5648eb8eb63b', 'fa30e6859ca249a78879975b0b659bfb', '28a8a22473e342f7be7ed0f33e4272e3', 'a26c4e73940a44c89caa6788fcf4ca97', '09f015ea8ca94df8841bcea7030bca99']"
steps next forward until room on left with double doors,Go down the three steps next to you and continue forward until you can enter the room on your left with the double doors. ,"['3d8778534ef748949c8a2fa753de30a1', 'be93855b60e84170abc94b40f91cc2f1', '2a4899c77c1f42a4b951280cdfaecfbc', 'd245f15a60654c9f92558ba8f5bcb07f', 'aaa0537ff1f4428092ae5c195200d5ca']"
steps then u turn straight until into room with washer dryer wait at entrance,Go down the steps and then U turn left and continue going straight until you go into a room with a washer and dryer. Wait at the entrance. ,"['ee9d7378b5714394b480209610676b45', '17215b70f091427a9a4db3aeec8a9894', '4797d891d8d74ba99300a85be691bd81', '51741dbbb9d74eef95fc545593cc8d46', '8d9d393304ee44298d828d71444961ab']"
exit bathroom turn fireplace turn next stairs coat room,"Exit the bathroom and turn left. When you reach the fireplace, turn left. Wait next to the stairs and coat room. ","['ea0d50a98d7e47c9a528c364b08bfacd', '1948f7cff5b04572b43c105a61df7a6d', '35b3d70f47994598aedb510108752797', '17be6f4e233546548c6c03fef0459044', 'ccfc7026f4c6494ca251076c85aa906c', '01b9c25e9cc946f6a7a53688577e2fc3']"
walk out into laundry room into room on other side forward on rug next white round table,walk out into the laundry room and into the sitting room on the other side. walk forward and stop on the rug next to the white round table. ,"['1eac2c379ebf4e059f4a35e584f82f9b', 'c24e5838cd5a434e88b1209cb375bfeb', '9a2945c3ffdf4dc6aa8ff34e0ad42c0b', 'ba19aada2e9a47839c0355085f70f7c5', '855bc326ad174253b57626daf123c608']"
walk past bed wait on balcony,Walk past the bed. Wait on the balcony. ,"['f29d8e21f5144829a6ef8c61b12abe59', 'bb40f080aad14b40b73e98a428373a9d', 'a8071e09bd74440bbb7f1580c133f1d6', '35ff23c384f84395ae6be7ebd4f845ce', 'f9476cd1a1624f0a9da157147bf9aec8']"
turn down stairs at bottom turn down steps theater room stop,"Turn left and walk down the stairs. At the bottom, turn left and walk down the 2 steps to enter the theater room and stop. ","['cf179316af9845da991406a02a012674', 'ba5d70e6143e45c3a8281157ea9ed905', '00e1ca9383af4c7ba86241fdeeb73819', 'dc24c0e57e874e40a3ece84d23c012e2', '8e9f6d822fb04edd9c2217d223af3f9d', '76a3c21bd39346938d4b78a7b0370f17', '36b9c21ca46747439a5746ee1c9788ef']"
walk past long table towards glass doors wait by door,Walk past the long table towards the sliding glass doors. Wait by the door. ,"['af02390086914efba77d52b86aa70d37', 'f624a40d100144e696a39abe258ee090', 'c904c55a5d0e420bbd6e4e030b9fe5b4', 'f6c327acf9884d988714467217d67dcd', '6a856f5cb71645558f9f9ee069f37f1b']"
stairs until middle steps before way,Go down the stairs until you get to the middle and wait 3 steps before going all the way down. ,"['ed2d5dadd1994487a5815fb8126bf80f', '44f54890c8bf4cb8aa0046f782333e12', '4d4cb9fda3164b6f8b74e99489d40b4b', '6dd909f1a0e74851b2e3a0a1baba65dd', '6991b64d63e44b288e6f6bf4691a8158', '2fc43c5dbfd64de19b6b720a6e67babb']"
left hallway then bedroom doors,Go to the left.  Go down a hallway and then stop when you come to two bedroom doors. ,"['c5542c9984bc47b493361ba9e8d5c540', '72b6cd6714a54cb1895409997cb66388', '7c3b9e689c014d5483dcee581d6c53f5', '9b9d929b88994a0eaf69501c2cab3444', '3fc59e198b3c42c5a7f5c5b2bce5e18c']"
down corridor toward exit sign door on left just inside room,Walk down the corridor toward the exit sign. Enter the door on the left and stop just inside the room. ,"['b8e1ecf1bd044e7292581a66683e7993', '48035d7667d44de7affa4fc201a6fb68', 'b375d293491e4cf88d154d2720bf293b', '07ef5f3b56d04dcea961901b49d735aa', 'c946db5792df4f90bea20f06a0030c37', 'ea1e95c127bd4fc2aa6dee5e5911869a', '73f178674ed0409ba292fbc4d057a1ec']"
towards stairs way top doors right on,"go up towards the stairs all the way to the top you will see two doors , one leads to the right and one leads straight on. ","['43b671b4b56b48b99d3e058409efa424', '3054e23f49704ff294fd83d920b15fda', 'cfcc491fc7f541cd81c2e6c47bae5c91', '62204f2373344f5ba3b61768afe7ebf0', '7cbf8c7b17d542dbb76bb9951fffddfe']"
straight hall with paintings straight door on right wait there,Go straight down the hall with the paintings. Continue straight to the door on the right and wait there. ,"['5eaf782cc1e34b038bfa2d2fd383ab0a', 'aaaacb5ba3d54336ab642045633dd829', '2ab7cc6ff29e4f8298446de2fb2a3f01', '55fb9841019e4ca3ad98f4ff85ea4cab', '1883286dc68046a88c51e1d3e0ac803e']"
exit office turn right end of hall right bathroom wait at painting,"Exit the office, turn right, walk to the end of the hall, turn right, enter the bathroom, wait at the painting. ","['6043285f84fe401d97d017c42b426fd6', 'f6af6b4247ea4353b90f8bce6e05f58a', 'aff833f86ff847a7bcf24bea207c91ad', '55e5280eea474acfb993bf68a193bb25', '148a81e548314c67b6f5f226601a27de']"
walk kitchen left at first counter heading past stairs in doorway main entrance,"Walk straight to leave the kitchen and take a left at the first counter, and another left heading past the stairs. Stop in the doorway to the main entrance. ","['7fd1cd034b8d44cd9b5fd3f1f3de4aa3', '93789efc38444b4882bdd0dac839f0b1', 'fe7d2c6830bd45f680b43a6a5298d218', '452f930d3b20485088ca14b716189512', 'f2e403f149ae451eb8fc5ab27ec96e9f', 'f0f377d341c34670bcd9d861d903d747']"
exit living room through doorway on left left through doorway step near doorway on right,"Exit the living room through the doorway on the left, make a left and go through the doorway, step near the doorway on the right and stop. ","['5e0cbbfd7dd742c2ae7028e73e881161', 'fb32301e479c48bb8aefae8ee568ad09', '92d6818b71734d2c9267bc430f4f6490', '527045377f974a7d8853d919218b98bd', 'e1aba428d79d470e88e18aca556f82f1']"
stairs wait near double doors,Go down the stairs and wait near the double doors. ,"['ed2d5dadd1994487a5815fb8126bf80f', '44f54890c8bf4cb8aa0046f782333e12', '4d4cb9fda3164b6f8b74e99489d40b4b', '6dd909f1a0e74851b2e3a0a1baba65dd', '6991b64d63e44b288e6f6bf4691a8158', 'bec236792d90495f8d6dfc93bb5447c3']"
exit room straight until room with couches.turn right room wait in hallway,Exit the room. Go straight until you get to a room with couches.Turn right to exit that room. Wait in the hallway. ,"['24eb05f4d57c488aba8a8af9abbdb373', '9bd3272032c94c049f8d10f68490667f', 'a9d6e52246374e2da13d559eafe70aeb', '7dbc584f79f44cf586ffc70dc3f2ff2a', '74d3b3736c6047a6a904bc68c6aa9f36', '497341f6deb9491d8069654da6166366']"
exit immediately left corner inside bedroom right towards closet there,"Exit and immediately turn to the left corner. Walk inside the bedroom and turn right towards the closet, and stop there. ","['ef12b1ecc3be4693b327e30468697a9b', 'efcb9e4c410841ca8665f6cab94e943b', '7e23cbe5e28047d49ab4641f530c9f00', 'bead484602044dd9b9f855148864ee99', 'dea81734bad44c9389a908251f9b70d0']"
bedroom stairs just outside doorway stairs on mat on tile at bottom,Leave the bedroom and go down the stairs just outside the doorway.  Go down all the stairs and stop on the mat on the tile at the bottom. ,"['1125a691d6d94c9f8920896888a840cd', '99142bab4f864a50ba45e703c5b7f08d', '50a28bec19bd4ad5ab3c97f58554599a', 'cefe85eb9d1e4592a020547df6107246', 'cc0682e6d88a44f3bfaeb81e91a79124', 'd0b75539f2484b0bb8e1612e549c06d3', 'baf252d021004390831cffc0c4987afd']"
exit room right hall through double doors second room on right wait in doorway,Exit the room and turn right. Continue down the hall and through the double doors. Go to the second room on the right and wait in the doorway. ,"['5e889a20ae0a47ea8932879813decb26', 'd3cfae9d2d5848e78d6f035f2f79c583', '4ff121c05215423186800ba733221f0e', 'd19d2ae4bddf4445a3c623edc0346937', '769eb15af51442cebe9fb127fd40085e', '094b28191da445e49777647d2c45a007', '61fa2813e92c46b8a716b697bc05756a']"
upstairs through doorway at bottom of stairs,"go upstairs, go through doorway, stop at bottom of stairs. ","['a93b8f09613947edb32ce61dbc51b0dc', '03ff19f1d0f64700b3b51346cdb554e0', 'e7c626147b2247f08ca9422d481b8107', 'f324c5a2e85c4957ae6b9073581f3452', '082f6f6ac7c241669643586b39ce562b', '87e385b82c704a29855826d3cf4f79a0', '7fde4f88b5cf4cda9a2f31331fd7ca22']"
walk into front door of house once inside turn living room,Walk into the front door of the house. Once inside turn left and enter the living room. ,"['8873cf91acfb4cea84c2712da67aa7c0', '605d6ec9bcd343dc807580d204196b89', '766b9e9f37944c659b55a336b4db3ec5', 'ab94f4d54596413fb89e01ec9b2fff65', '16eb46a968384060821cb59d0e04f4dd', 'e85f9caa15a64aebb9e9138395a457d9']"
exit bedroom straight across hall across next room turn left through double doors wait there,Exit the bedroom and go straight across the hall. Keep walking across the next room and turn left. Go through the double doors and wait there. ,"['21947bd34d904610867e83c1e9a962fb', 'd907086855c9497dacdb77503099ba10', 'fbe8732f87f94c35a49be695f2a556de', '52ca4f1175c846b0ab281ed9135b1040', '0965af34fada440a89bfb3700aa800c1', 'cffa1c807d2c4a708aa1e5f42aeba106', 'b09e4d4c48154b58914cf98dc3d8983a']"
upstairs stairs table on left at fridge into doorway stop,"Go upstairs, go passed the stairs and table on your left, go left at the fridge, go into the doorway and stop. ","['7d708a5b80ee45979870bae83b2bdd44', 'c29e99f090194613b5b11af906c47dab', 'aa4cfd0126dd4c6a9c533ca9cb4a033d', '5bc41a6e3b7748149e0e8592c5b4d142', '3f432ddd169d4433979e004d1237d029', '3e51eeaac8404b31ad8a950bb2bb953d']"
