src,tgt
in entryway of room right walk straight back door pool wait in front of door,When you are in the entryway of the sitting room make a right and walk straight back to the door going to the pool. Wait in front of the door. 
stairs until middle steps before way,Go down the stairs until you get to the middle and wait 3 steps before going all the way down. 
down stairs staircase on meets with staircase,Walk down the stairs and stop when the staircase you are on meets up with another staircase. 
stairs not way on section ground triangle-shaped guardrail out of ground,"Go down the stairs, but not all the way. Stop on the section where the ground is triangle-shaped and a guardrail is coming out of the ground. "
away from computers towards exit room through door on left right until double doors in front of then in front of open door on right empty workroom,"Walk away from the computers towards the exit.  Exit the room through the door on your left.  Turn right.  Walk until you reach two double doors in front of you, then turn left.  Stop in front of the open door on your right that leads to another empty workroom. "
exit office then right exit sign turn there,Exit the office then turn right when you get to the exit sign turn left and wait there. 
walk across office exit wood door on left once turn right forward towards wooden doors turn right before doors in hallway right outside first door right still hallway,Walk across the office and exit the wood door on the left. Once out turn right and walk forward towards the wooden doors. Turn left right before you reach the doors. Stop in the hallway right outside the first door to your right. You are still facing the hallway. 
left hallway then bedroom doors,Go to the left.  Go down a hallway and then stop when you come to two bedroom doors. 
walk forward down hallway with stairs on left straight in hallway past rooms at end of room right just past doorway in bedroom,Walk forward down the hallway with the stairs on your left. Keep going straight in the hallway past the two rooms. At the end of the room take a right and stop just past the doorway in the bedroom. 
turn right until hallway with in bookcase down hallway until end of hallway open bedroom door on right side,"TURN RIGHT UNTIL YOU FACE THE HALLWAY WITH A BUILT IN BOOKCASE, WALK DOWN THE HALLWAY UNTIL YOU REACH THE END OF THE HALLWAY AND THE OPEN BEDROOM DOOR ON THE RIGHT SIDE. "
down corridor toward exit sign door on left just inside room,Walk down the corridor toward the exit sign. Enter the door on the left and stop just inside the room. 
walk far end of hall turn at exit sign wait in room,Walk to the far end of the hall. Turn left at the exit sign and wait in the room. 
walk end of hall into room on left stop,Walk to the end of the hall and into the room on the left and stop. 
towards stairs way top doors right on,"go up towards the stairs all the way to the top you will see two doors , one leads to the right and one leads straight on. "
stairway banister on left steps almost carpet again right end of carpet while on left right towards stairway up stairway stop wait at top of stairway on landing,"Keeping the stairway banister on your left, continue walking up the steps almost to the carpet. Turning again to your right, walk to the end of the carpet while keeping it on your left. Turn right towards the stairway. Walk up the stairway and stop and wait at the top of the stairway on the landing. "
stairs mat stairs stairs,Go up three stairs. Go to the mat. Go up two stairs . Go up three stairs. 
walk out door ahead once turn left wood door way through room enter last door on right right side of bathroom past sinks in doorway bedroom,Walk out the door straight ahead. Once out turn left and enter the wood door. Walk all the way through the room and enter the last door on the right. Go to the right side of the bathroom past the sinks and stop in the doorway to the bedroom. 
walk straight into bedroom on left into bathroom on right by sink,Walk straight and turn into the bedroom on the left. Turn into the bathroom on the right and stop by the sink. 
exit room turn into room next door right into bathroom sinks into other bedroom wait near entrance,Exit the room. Turn left and to into the room next door. Turn right into the bathroom. Pass the sinks and go into the other bedroom. Wait near the entrance. 
straight hall with paintings straight door on right wait there,Go straight down the hall with the paintings. Continue straight to the door on the right and wait there. 
straight then slightly straight then lounge chairs into door on right straight ahead wait at entrance,Go straight then slightly left to continue straight. Then pass the three lounge chairs and go into the door on the right straight ahead. Wait at the entrance. 
turn right wait in doorway of women bathroom,Turn right and wait in the doorway of the women's bathroom. 
exit office turn right end of hall right bathroom wait at painting,"Exit the office, turn right, walk to the end of the hall, turn right, enter the bathroom, wait at the painting. "
walk towards balcony right into hallway walk straight right then right into bathroom in front of chevron picture on wall,"Walk towards the balcony and take a right into the hallway. Walk straight and take a right, then another right into the bathroom. Stop in front of the chevron picture on the wall. "
walk towards right hallway towards painting right at feather hallway first right into bathroom bathroom,walk towards railing. Turn right and walk down hallway towards feather painting. turn right at feather painting and walk down hallway. make first right into bathroom. stop when you enter the bathroom. 
turn left straight through door up stairs upstairs straight door outside just doorway then,"Turn to the left.  Go straight, through the door, up the stairs.  When you get upstairs, go straight to the door.  This leads you to the outside.  Go just to the doorway and then stop. "
through door stairs staircase right outdoor area wait there,"Go through the door that leads to the stairs, go up the staircase, turn right to enter the outdoor area, and wait there. "
walk toward room with brown wooded furniture room inside room turn up stairs outside house wait by entrance,Walk toward the room with brown wooded furniture. Enter the room. Inside the room turn left and walk up the stairs exiting outside the house and wait by the entrance. 
walk kitchen left at first counter heading past stairs in doorway main entrance,"Walk straight to leave the kitchen and take a left at the first counter, and another left heading past the stairs. Stop in the doorway to the main entrance. "
in kitchen walk past double ovens turn towards back of counter walk past staircase door outside of house on welcome mat wait,You're in a kitchen.  Walk past the double ovens.  Turn left and walk towards the back of the counter.  Walk past the staircase.  Go to the door to the outside of the house.  Stop on the welcome mat and wait. 
forward into kitchen until cabinets directly past oven turn through space between island counter turn toward open doorway once on welcome mat outside of doorway,Move forward into the kitchen until you reach the cabinets directly past the oven.  Turn left and move through the space between the kitchen island an the counter.  Turn left and move to toward the open doorway.  Stop once you are on the welcome mat outside of the doorway. 
exit living room through doorway on left left through doorway step near doorway on right,"Exit the living room through the doorway on the left, make a left and go through the doorway, step near the doorway on the right and stop. "
library left straight into bedroom outside of closet,Leave the library and take a left. Go straight into the bedroom. Stop outside of the closet. 
turn right out large door on left once out turn into bedroom ahead once in stop in front of wood door on right,"Turn right and walk out the large door on the left. Once out, turn left and walk into the bedroom ahead. Once in stop in front of the wood door on your right. "
stairs wait near double doors,Go down the stairs and wait near the double doors. 
down stairs promptly right wait by doorway,"Walk down the stairs, promptly turn right and wait by the doorway. "
stairs stop at bottom of stairs in front of door,Go down the stairs and stop at the bottom of the stairs in front of the door. 
exit room straight until room with couches.turn right room wait in hallway,Exit the room. Go straight until you get to a room with couches.Turn right to exit that room. Wait in the hallway. 
turn doors straight ahead out of bathroom once theater room exit out first door on right,"Turn around and exit 2 doors straight ahead to get out of the bathroom. Once you enter the theater room, exit out the first door on your right and stop. "
walk out of bathroom into theater right in doorway,Walk out of the bathroom and into the theater. Turn right and stop in the doorway. 
walk between wall on left potted plants on right about meters then just after white iron fence on left slight right through open door slight right again then straight past wood glass bookshelf on right after end of bookshelf door on right just that walls cinderblock as down steps hallway turn through first open door on left through door about 05.-1 meter at narrow long room with blue fabric couch on left desk bookshelf on right,"Walk straight between a wall on your left and two potted plants on your right. Continue about 5 meters and then just after you pass a white iron fence on the left, you will turn slight right through the open door. Turn slight right again and then walk straight, past the wood and glass bookshelf that will be on your right. After the end of the bookshelf you will see a door on your right, and just past that you will notice the walls become all cinderblock as you walk down four steps and enter a hallway. Turn left through the first open door on your left, and walk through the door about 05.-1 meter. Stop. You will be looking at a narrow but long room with a blue fabric couch on the left and a desk and bookshelf on the right. "
head indoors across room down steps turn by table,"Head indoors, walk across the room, walk down the steps, turn left and stop by the table. "
pass floor plants exit through door downstairs enter room on left,"pass floor plants and exit through door, go downstairs and enter room on left. "
pass round table chairs turn bar with chairs/stools walk straight until hallway on right into hallway wait there,Pass the round table and chairs. Turn left when you get to the bar with chairs/stools. Walk straight until you get to a hallway on the right. Turn into that hallway and wait there. 
exit area forward in center of door openings,"Exit eating area, walk forward, stop in center of the three door openings. "
walk through dining room past table into hall on other side walk around support columns past small bar counter through arched door in hallway next bar area,Walk through the dining room past the table and into the hall on the other side. Walk around the support columns past the small bar counter and through the arched door. Stop in the hallway next to the bar area. 
exit immediately left corner inside bedroom right towards closet there,"Exit and immediately turn to the left corner. Walk inside the bedroom and turn right towards the closet, and stop there. "
room turn into bedroom right closet,"Leave the room, turn left, walk into the bedroom, turn right, and enter the closet. "
turn right room walk left next room walk in closet on left at clothes on shelves,Turn to your right and exit the room. Walk to your left and enter the next room. Walk in and enter the closet on your left. Stop when you are at the clothes hanging and on shelves. 
bedroom stairs just outside doorway stairs on mat on tile at bottom,Leave the bedroom and go down the stairs just outside the doorway.  Go down all the stairs and stop on the mat on the tile at the bottom. 
exit bedroom hard right down stairs wait on red rug,"Exit the bedroom, and make a hard right. Walk down stairs, and wait on the red rug. "
exit bedroom downstairs on rug at base of stairs,Exit the bedroom and go downstairs. Stop on the rug at the base of the stairs. 
exit room right hall through double doors second room on right wait in doorway,Exit the room and turn right. Continue down the hall and through the double doors. Go to the second room on the right and wait in the doorway. 
walk out of office right hallway through double door stand in front of second door on right,Walk out of office and turn right. Walk down hallway through double door. Stand in front of second door on right. 
office right down hallway through double doors inside doorway office with on door,Leave the office and take a right. Walk down the hallway through the double doors. Stop inside the doorway to office with the 02 on the door. 
head stairway left on landing after stairs walkway with wooden railing landing path right before ball catcher end of walkway,Head up the stairway. Make a left on the landing after you have finished going up stairs. You'll see a walkway lined with a wooden railing. Continue down the landing path. End right before the ball catcher and the end of the walkway. 
upstairs left walkway after banister,"Go upstairs, and take a left. Go down the walkway. Stop after you pass the banister. "
stairs turn then near entrance of room,Go up the stairs. Turn left and then wait near the entrance of that room. 
upstairs through doorway at bottom of stairs,"go upstairs, go through doorway, stop at bottom of stairs. "
stairs into study at top of stairs left in study stair stop,Go up the stairs and into the study at the top of the stairs. Take a left in the study and go up one stair and stop. 
stairs toward area then then towards stairs at stairs,"Go up the stairs, walk toward dining area, then then turn left towards the stairs. Stop at the stairs. "
walk into kitchen towards stove out of kitchen through at end of room stairs left into living room in front of ottoman in living room,Walk into the kitchen towards the stove and go out of the kitchen through he door at the end of the room. Go to the stairs and take a left into the living room. Stop in front of the ottoman in the living room. 
turn behind across kitchen in front of stairs turn into first room wait there,Turn around behind and walk across the kitchen and stop in front of the stairs. Turn left into the first room and wait there. 
past sink right at oven straight turn into doorway walk towards stairway straight turn at large doorway,"Walked past sink, turn right at oven and walk straight. Turn left into doorway. Walk towards stairway, go straight, and turn left and wait at large doorway. "
enter doorway walk towards brown recliner past recliner walk towards arcade machine turn in front of arcade machine doorway on right,Enter the doorway and walk towards the brown recliner. Continue past the recliner and walk towards the arcade machine. Turn left in front of the arcade machine and enter the doorway on the right. 
exit bedroom walk past pool table stand near arcade game,Exit the bedroom and walk past the pool table .  Stand near the arcade game. 
bedroom veer left into bedroom left of arcade machine once bedroom,"Leave the bedroom, and veer left. Go into the bedroom to the left of the arcade machine. Stop once you enter the bedroom. "
walk into front door of house once inside turn living room,Walk into the front door of the house. Once inside turn left and enter the living room. 
turn around house into main doors once in turn living room wait right there on wood floor,"Turn around and walk to the house.  Go into the main doors.  Once in, turn left.  Enter the living room but wait right there on the wood floor. "
turn around up paved entryway walk into front door of home walk through open door near stairwell into living room with couches against walls,Turn around and walk up the paved entryway. Walk into the front door of the home and walk through the open door near the stairwell into the living room with couches against the walls. 
exit bedroom straight across hall across next room turn left through double doors wait there,Exit the bedroom and go straight across the hall. Keep walking across the next room and turn left. Go through the double doors and wait there. 
walk through door past sculpture ithrough room with red rug through double doors picture with zebras,"walk through the door past the sculpture and ithrough the room with a red rug, through the double doors and face a picture with the zebras. "
walk past flowers bedroom forward through living room exit through double doors on left right wait near entrance hallway,Walk past the flowers and exit the bedroom. Continue forward through the living room and exit through the double doors on the left. Turn right and wait near the entrance to the hallway. 
upstairs stairs table on left at fridge into doorway stop,"Go upstairs, go passed the stairs and table on your left, go left at the fridge, go into the doorway and stop. "
up stairs then straight into kitchen turn by refrigerator wait in next room by sink,"Walk up the stairs, then continue straight into the kitchen. Turn left by the refrigerator and wait in the next room by the sink. "
steps then straight until kitchen fridge turn into room wait near sink,Go up the steps then continue straight until you get to the kitchen. When you get to the fridge turn left and go into the room. Wait near the sink. 
down hallway right head toward chair right in laundry room doorway,Walk down the hallway and turn right.  Head toward the chair.  Turn right and stop in the laundry room doorway. 
turn around down hall room on right hall laundry room on right inside doorway,"Turn around and walk down the hall to the room on the right, go down the hall to the laundry room on the right and stop inside the doorway. "
hallway right then right again there in laundry room,Go down the hallway and turn right then turn right again and wait there in the laundry room. 
after stove turn then toward stairs stairs until statue then steps there by rectangular window,After you pass the stove turn left and then head toward the stairs. Go up the stairs until you get to the statue and then go up five more steps and stop there by the rectangular window. 
exit kitchen stairs turn at landing up stairs at top of stairs,"Exit kitchen to stairs, go up stairs. Turn left at landing and go up more stairs. Stop at top of stairs. "
exit kitchen turn up stairs past statue wall hanging turn steps wait there,Exit the Kitchen and turn left. Walk up the stairs past the statue and wall hanging. Turn left and walk 4 more steps. Wait there. 
walk past kitchen area into first room on left just inside utility room,Walk past the kitchen area and go into the first room on the left and stop just inside the utility room. 
walk across kitchen out right side doors turn door far left kitchen once pipes dryer,"Walk across the kitchen and out the right side to where all the doors are. Turn and enter the door to the far left, closest to the kitchen. Stop once you enter facing the pipes and dryer. "
walk around table pass by kitchen then at first doorway near water heater,"Walk around the table and pass by the kitchen, then turn left at the first doorway. Stop near the water heater. "
turn around down stairs left walk into kitchen left walk into exercise room wait there,Turn around and walk down the stairs. Take a left and walk into the kitchen. Take another left and walk into the exercise room and wait there. 
walk downstairs rug through hallway left of double doors through kitchen wait in workout room on left,Walk downstairs to the rug and through the hallway to the left of the double doors. Go through the kitchen and wait in the workout room on the left. 
left at mirror hallway towards left hallway towards exercise room in front of rowing machine,"Make a left at the mirror, go down the hallway towards the left, keep going down hallway towards the exercise room. Stop in front of the rowing machine. "
with single door inside behind on pathway forward then right step building through double doors.once inside ninety degrees right kitchen,"With the single door leading inside behind you and staying on the pathway, walk forward, then right, climbing 1 step and enter the building through the double doors.Once inside, turn ninety degrees to the right and enter the kitchen. "
walk through large glass doors on left into house right into kitchen doorway,Walk through the large glass doors on the left and go into the house. Turn right into the kitchen doorway. 
exit garden area right into house right in kitchen,Exit the garden area. Turn right and continue into the house. Turn right and stop in the kitchen. 
walk through door then right hallway right at exit sign down hallway through third door on right,walk through door and then turn right. walk down hallway. turn right at exit sign. walk down hallway and go through the third door on the right. 
through doorway into hallway right down hallway next available place right hall little wooden door with small desks in room wait there,"Go through the doorway, and into the hallway.  Turn right and walk down the hallway.  When you get to the next available place, turn right.  Go down the hall a little more and stop when you see a wooden door with 2 small desks in the room.  Wait there. "
walk through open doors into hallway with glass partition walls right hall exit sign right at exit sign hall first room with small desks office chairs inside,Walk through the open doors into the hallway with glass partition walls. Turn right down the hall and towards the exit sign. Turn right at the exit sign and continue down the hall to the first room with small desks and office chairs inside. 
walk downstairs turn through library in office,"walk downstairs, turn left, walk through library, stop in office. "
down stairs left at foot of stairs through doorway into room with desk in middle bookcases on walls walk past desk with desk on right through doorway in doorway photocopy machine,"Walk down the stairs.  Make a left at the foot of the stairs.  Go through the doorway into the room with the desk in the middle and bookcases on the walls.  Walk past the desk, with the desk on your right, and through the doorway.  Stop in the doorway, facing the photocopy machine. "
stairs left into office on left left into room in copier room doorway,Go down the stairs and take a left. Go into the office on the left and take a left into he copier room. Stop in the copier room doorway. 
walk out of bathroom out of door on right walk towards window first flight of stairs on left wait on landing,Walk out of the bathroom and go out of the door on the right walk straight towards the window. Go down the first flight of stairs on the left and wait on the landing. 
exit bathroom right straight stairs on left at bottom of stairs near window,Exit the bathroom and turn right. Walk straight and head down the stairs on the left. Stop at the bottom of the stairs near the window. 
turn until theater room about degrees then head straight until door on right through door turn straight until stairs on left first flight of stairs,"Turn around until you are facing the theater room, about 180 degrees, then head straight until you reach a door on the right. Go through the door, turn left, and go straight until you see stairs on your left. Go down the first flight of stairs. "
exit bedroom turn at double doors wait in bathroom at end of hall,Exit the bedroom and turn left at the double doors. Wait in the bathroom at the end of the hall. 
travel bedstand left of bed exit out door left turn down hallway bathroom sink,"Travel to the bedstand left of the bed, and exit out the door to the left. Turn left and down the hallway to the bathroom sink. "
bedroom left hallway walk straight into bathroom at end of hall in front of sink,Leave the bedroom and take a left. Take a left down the hallway and walk straight into the bathroom at the end of the hall. Stop in front of the sink. 
turn around pictures of sunsets on wall hallway corner near small figurine walk through open door near stairwell,Turn around and walk passed the pictures of sunsets hanging on the wall down the hallway. Turn the corner near the small figurine and walk through the open door near the stairwell. 
turn around down hallway until stairs then into door past stairs,"Turn around and walk down the hallway. Follow it until you see stairs, then walk into the door past the stairs. "
with counter on right straight hall room on left right hall straight past stairs on right into entry way once entry way before table,With the counter on your right go straight down the hall and pass the room on your left take a right down the hall and go straight past the stairs on your right and walk into the entry way and stop once you enter the entry way before you reach the table. 
exit room past stairway fireplace then through doorway wait by door,"Exit the room, walk past the stairway and the fireplace, then turn left. Proceed through the doorway and wait by the door. "
bathroom past staircase turn at fireplace outside bear step in first doorway near blue chair stop,"Leave the bathroom and walk straight out and past the staircase.  Turn left at the fireplace and start to walk outside, passing the bear.  Step in the first doorway near the blue stuffed chair and stop. "
exit bedroom straight towards blue chair turn after around black bear step into near front doorway stop,"Exit the bedroom and go straight towards the blue chair, turn left after and around the black bear, step into the near front doorway and stop. "
with christmas tree on right walk out of living room into entryway out of large main door with large oval window in straight through entry way out of next door up walkway out onto brick part of driveway on first quarter of brick,With the Christmas tree on your right walk out of the living room and into the entryway and out of the large main door with a large oval window in it and go straight through the entry way and  out of the next door and up the walkway out onto the brick part of the driveway stopping on the first quarter of the brick. 
move through doorway right through front door building forward until brick-laid path then,"Move through the doorway to your right and continue moving through the front door, exiting the building. Keep moving forward until you hit the brick-laid path and then stop. "
right towards brown door with oval glass through through door front entrance outside walk towards road wait on red bricks,Make a right towards the brown door with an oval glass and go through it. Go through another door that leads to the to the front entrance and go outside. Walk towards the road and wait on the red bricks. 
exit bathroom towards into kitchen next black chairs,"Exit bathroom to bedroom, turn left and walk towards desk.Turn left and walk into kitchen, Stop next to two black chairs. "
away from toilet turn at bed again at desk through doorway past red cabinets past chairs on right left once on carpet,"walk away from the toilet, turn left at the bed, and left again at the desk. Continue through the doorway, past the red cabinets, and past the two chairs on the right. Turn left and stop once you are on the carpet. "
bed desk black light switches sink chairs wicker chair,Go to the bed. Go to the desk. Go to the black light switches. Go to the sink. Go to the two chairs. Go to the wicker chair. 
bed through door towards laundry then right in front of desk,Go passed the bed and through the door towards the laundry. Then turn right and stop in front of the desk. 
walk towards washer dryer area once inside right towards area stove refrigerator area,"Walk towards the washer and dryer area. Once inside, turn right and walk towards the kitchen area. Stop facing the stove and refrigerator area. "
walk past foot of bed towards washer dryer right through doorway slightly left of of desk before in kitchen,"walk past the foot of the bed towards the washer and dryer, turn right and walk through the doorway walk slightly to the left of of the desk and stop before you are in the kitchen. "
turn around towards exercise bike walk door frame,Turn around and walk towards the exercise bike. Walk to the door frame. 
exit bathroom walk straight across hall straight staircase exercise bicycle on right doorway ahead of bedroom by lamp next bed,Exit the bathroom and walk straight across the hall.  Continue to walk straight.  You will pass a staircase and an exercise bicycle on your right.  Walk thought the doorway straight ahead of you.  You will enter a bedroom.  Stop by the lamp next to the bed. 
turn bathroom hallway into next doorway in bedroom door,"Turn around to exit the bathroom. Cross the hallway, and go into the next doorway. Stop in the bedroom door. "
stairs turn at bottom of stairs into bedroom stop by door,"go down stairs, turn left at the bottom of the stairs, walk into the bedroom and stop by the door. "
downstairs turn bedroom,"go downstairs and turn left, enter bedroom. "
stairs first left bedroom just inside room,"Go down the stairs, take the first left and enter the bedroom, stopping just inside the room. "
turn past light blue chairs turn stairs wait at top,Turn left and go past the light blue chairs. Turn left and go up the stairs. Wait at the top. 
turn around past chairs turn stairs wait at top of stairs,Turn around and walk past the chairs. Turn left and go up the stairs. Wait at the top of the stairs. 
area left stairs at top of stairs,"Leave the sitting area, and go to the left. Go up the stairs, and stop at the top of the stairs. "
fireplace on right staircase on left then forward past double doors on right then archway on right near end of room,"Put the fireplace on your right and the staircase on your left, then walk forward. Continue past the double doors on your right, and then enter the archway on your right near the end of that room. "
turn hall past tables right wait in front of water fountain,Turn around and move down the hall past the tables. Turn right and wait in front of the water fountain. 
walk past stairs on left past buffet table on right right opposite round table on left wait at water fountain,Walk past stairs on the left. Walk past buffet table on the right. Make a right opposite the round table on the left. Wait at the water fountain. 
enter building right kitchen at breakfast bar,"Enter the building, turn right and enter the kitchen, stopping at the breakfast bar. "
into living room kitchen on right next counter once kitchen,Go into the living room and and walk to the kitchen on the right. Stop next to the counter once you enter the kitchen. 
walk into building walk right past chairs walk behind couch just inside kitchen area,Walk into the building and walk right past the chairs. Walk behind the couch and stop just inside the kitchen area. 
stairs on left then into second room on left wait there in laundry room,Go up the stairs on your left and then go into the second room on your left. Wait there in the laundry room. 
walk way up top of stairs head at second room laundry room enter inside laundry room there,"Walk all the way up to the top of the stairs. Head straight, and turn left at the second room that is a laundry room. Enter inside the laundry room, and stop there. "
of stairs then framed picture of ship laundry room,"Go up all of the stairs, and then go towards a framed picture of a ship, but turn left when you see a laundry room. "
walk past door turn behind chairs by glass table black chairs,Walk past the door and turn left. Walk behind the chairs and stop by the glass table and black chairs. 
inside able past foot separate flights of fives steps on left then near round table with chairs around,Go inside and turn left when you're able to. Walk past the foot two separate flights of fives steps on your left. Then wait near a round table with eight chairs around it. 
inside toward kitchen area next round glass table,Go inside and turn left toward the kitchen area. Stop next to the round glass dining table. 
walk through doorway right hallway once exit sign,"Walk through the doorway, and take a right down the hallway. Stop once you reached the exit sign. "
exit room hard right hallway beside red chairs,Exit the room and do a hard right. Continue down the hallway and stop beside the red chairs. 
exit room right into hall under exit sign close near red chair,"Exit the room and turn right into the hall. Stop under the exit sign, close to the near red chair. "
turn down hallway past staircase hall around corner near potted plant up next open door on wall with bathroom inside,Turn and walk down the hallway past the staircase. Continue down the hall around the corner near the potted plant. Walk up to the next open door on the wall with a bathroom inside. 
walk straight ahead right stairs past potted plant into first doorway on left wait,"Walk straight ahead, veering to the right to avoid the stairs.  Go past the potted plant and into the first doorway on the left.  Stop there and wait. "
walk forward right towards stairs right stairs n't down stairs past staircases forwards towards room with double doors horizontal openings turn while still in hallway n't through double doors just past double doors large potted plant slightly right towards small paneled door visible right of potted plant just outside room small half bath with vessel sink,"Walk forward staying to the right and moving towards the stairs. Turn right when you reach the stairs (don't go up or down the stairs). Go past the staircases and forwards towards the room with the double doors that have the horizontal openings. Turn left while you are still in this hallway (Don't go through the double doors). You will be just past the double doors and facing a large potted plant. You should go slightly right towards the small two paneled door that is visible to the right of the potted plant. Stop when you are just outside this room, which is a small half bath with a vessel sink. "
hallway first right turn hallway into first door on right wait in doorway,Go down the hallway and make your first right turn. Go down that hallway and turn into the first door on your right. Wait in the doorway. 
turn right in hallway right into first office there,Turn right in the hallway. Turn right into the first office #360 and wait there. 
straight then right straight again then at first door on right,Go straight and then right. Go straight again and then stop at first door on the right. 
turn house once inside forward past large column walk past large stairs then on small set of wood steps hallway,Turn left and enter the house. Once inside walk forward and turn left past the large column. Walk past the large stairs and then turn left and stop on the small set of wood steps leading to a hallway. 
turn down stairs then house past stairs on left hallway hallway wait near stairs,"Turn left and walk down the stairs, then enter the house. Walk past the stairs on the left and turn down the hallway.  Enter the hallway and wait near the stairs. "
stairs house forward first set of stairs left first of small stairs before office,"Go down the stairs, and enter the house. Go forward and go down the first set of stairs. Take a left and go up the first of the small three stairs before you enter the office. "
face open door right into dining area next turn past wooden lattice structure wait by thermostat on wall,"Face the open door. Turn right and walk into the dining area. Next, turn left and walk past the wooden lattice structure. Wait by the thermostat on the wall. "
turn right then past wall with holes wait there,Turn right then turn left and go past the wall with the holes and wait there. 
exit little hall into main room stand at end of room divider,Exit the little hall into the main room and stand at the end of the room divider. 
turn past chairs rope then straight on runner rug turn at marble staircase top of then wait,Turn around and go past the two chairs.  Jump the rope.  And then go straight on down the runner rug.  Turn left at the marble staircase and go to the top of that.  Then wait. 
turn toward exit past ropes out of exit doors red carpet stairs,Turn toward the exit past the ropes.  Walk out of the exit doors down the red carpet.  Stop facing the stairs. 
walk past round mirror hard left at rectangular mirror walk past fire extinguisher wait at top of marble stairs,Walk past round mirror. Make hard left at rectangular mirror. Walk past fire extinguisher. Wait at top of marble stairs. 
massage room right into first door on right with tanning bed stop foot of tanning bed,Leave the massage room and take a right. Go into the first door on the right with a tanning bed. Stop and the foot of the tanning bed. 
exit beginning room open area right right room right in front of table,Exit the beginning room and enter the open area.  Turn right and enter the farthest right room.  Stop right in front of the table. 
turn left between massage tables out of door straight just little way right big bathtub-like thing right there,"Turn to the left, walk between the massage tables.  Go out of the door, and straight just a little way and turn right.  You'll see a big bathtub-like thing.  You'll stop right there. "
exit house turn right straight then right past fountain wait near first bush in pot on left,Exit the house Turn right. Walk straight then turn right. Go past the fountain and wait near the first bush in the pot on the left. 
walk onto balcony right past fountain wait near stone cross statue,"Walk onto the balcony, turn right, walk past the fountain, and wait near the stone cross statue. "
exit doorway patio right path water fountain stop by entry,"Exit the doorway to the patio, turn right and follow the path. Pass the water fountain and stop by the entry. "
right at hallway at top of stairs straight hallway at end of hall left small hall into bedroom ahead on couch by bed,Make a right at the hallway at the top of the stairs and go straight down the hallway. At the end of the hall make a left and go down that small hall. Go into the bedroom straight ahead and wait on the couch by the bed. 
left hall past christmas tree turn into garden room setee then,Go to the left and head down the hall past the Christmas tree.  Turn left and go into the Garden room.  You'll go till you get to the setee.  Then you need to wait. 
walk out of glass door walk through hall past hanging tapestry walk along hall over floor rug corner walk into bedroom,Walk out of the glass door nearest to you. . Walk through the hall past the hanging tapestry. Walk along the hall over the floor rug. Turn the corner and walk into the bedroom. 
through door right then out double door right right before stairs between pillars,Go through the door and turn right and then walk out the double door to your right. Wait right before the stairs between the two pillars. 
walk through doorway right into foyer walk through foyer door out of door onto porch,"Walk through the doorway, turn right into the foyer. Walk through the foyer to the door. Walk out of the door and onto the porch. "
through doorway right head through double doors on porch,Go through the doorway and turn right.  Head through the double doors and stop on the porch. 
in front of couch walk outside door in front of after outside right inside house now left inside bedroom ahead wait,"When you are standing in front of the couch walk to the outside door in front of you. After you go outside make a right and go inside house. Now make a left and go inside the bedroom straight ahead, and wait. "
turn around couch outside around first hallway left doorway bedroom with picture of gold lips stop,"Turn around and to towards the couch that is outside, go around it, take the first hallway to the left to the doorway, enter the bedroom with the picture of gold lips, and stop. "
exit house patio large glass doors straight ahead right into house large glass doors turn straight into hallway then room ahead wait near tv,Exit the house to the patio using the large glass sliding doors straight ahead. Turn right and go into the house using the large glass sliding doors.  Turn left and go straight into the hallway then the room straight ahead. Wait near the TV. 
exit bedroom straight stairs continue straight through area stop,"Exit the bedroom, go straight up the stairs and continue straight through to the kitchen area and stop. "
open grey door walk opening of doorway turn stairs up kitchen stairs walk straight until opening of kitchen counters in middle opening next counter on right in line with bar stools,Find the open grey door and walk to the opening of the doorway.  Turn left and face the stairs leading up to the kitchen.  Go up the stairs and walk straight until you reach the opening of the kitchen counters.  Stop in the middle opening next to the counter on your right and left in line with the two bar stools. 
right through door up stairs straight by high chairs on right next counter,"take a right go through the door and up the stairs. go straight and stop by the high chairs on the right, next to the counter. "
exit bathroom walk into hallway then right end of hallway up stairs,"Exit the bathroom. Walk into the hallway, then turn right. Walk to the end of the hallway. Walk up the stairs. "
bathroom through bedroom door turn right on second step,Leave the bathroom go through the bedroom door turn right and stand on the second step. 
move out of bathroom through wooden doorway sharp right towards stairs stairs steps wait,Move out of the bathroom through the wooden doorway. Make a sharp right towards the stairs. Go up the stairs two steps and wait. 
exit room turn straight until room with double doors into double doors wait in red rug,Exit the room. Turn left and go straight until you get to another room with double doors. Go into the double doors and wait in the red rug. 
turn room once turn left straight until through double wood doors inside room once rug,Turn around and exit the room. Once out turn left and keep walking straight until you go through the double wood doors. Stop inside the room once you reach the rug. 
turn room once out turn forward until through double doors ahead once room rug,"Turn around and exit the room. Once out, turn left and keep walking forward until you walk through the double doors straight ahead. Stop once you enter the room and reach the rug. "
left out of room wait by doorway that outside pool on right,Take a left and walk out of the room. Wait by the doorway that goes outside to the pool on the right. 
exit room walk pass spa room wait at door open pool,"Exit the room, walk and pass spa room, and wait at the door open to outdoor pool. "
through door left hallway into doorway right just past doorway with plant,"Go through the door to your left, straight down the hallway, and turn into the doorway to your right that is just past the doorway with the plant. "
walk towards narrow doorway directly right of wall painting wait near first door that on left,"Walk towards the narrow doorway, directly to the right of the wall painting and wait near the first door that you see on your left. "
