src,tgt
walk into foyer left down hallway right first into bathroom in doorway,"Walk into the foyer and take a left. Walk down the hallway and take a right. Taker your first left into the bathroom, and stop in the doorway. "
stairs turn at landing stairs again very bottom,"Go down the stairs, turn left at the landing and go down the stairs again to the very bottom. "
stairs left down stairs at tan chair beneath painting,Go down the stairs. Make a left and go down more stairs. Stop at the tan chair beneath the painting. 
down wooden flight of stairs with paintings on wall at bottom of stairs armchair checkerboard side table below,Walk down the wooden flight of stairs with the paintings on the wall. Stop at the bottom of the stairs facing the armchair and checkerboard side table below. 
up stairs left bedroom on right wait in entrance of bathroom,Walk up the stairs and take a left. Enter the bedroom on the right. Wait in the entrance of the bathroom. 
upstairs then right into doorway right bedroom straight then into doorway stop,"Go upstairs, turn left and then turn right into the nearest doorway to the right, enter the bedroom and go straight then turn left into the doorway and stop. "
turn table then library right into second room near table,Turn around and cross the table. Then turn left to enter the library and turn right to head into the second room. Stop near the table. 
turn away from stairs forward first left forward through doorway at doorway,Turn around away from stairs. Go forward and take first left. Go forward and go through doorway. Stop at doorway. 
down stairs turn into bedroom just before landing,Walk down the stairs and turn left. Walk into the bedroom and stop just before the landing. 
downstairs past bathroom end of hall wait in bedroom,"Go downstairs, walk past the bathroom and to the end of the hall. Wait in the bedroom. "
walk across room hall next refrigerator right wait in front of door on left,Walk across the room and go down the hall next to the refrigerator. Turn right and wait in front of the door on the left. 
walk around bed past television out of bedroom stop at bottom of stairs,Walk around the bed and past the television. Walk out of the bedroom and stop at the bottom of the stairs. 
turn bedroom into hallway right at bottom of stairs,Turn around and exit the bedroom into the hallway.  Turn right and stop at the bottom of the stairs. 
walk past bathroom stairs at bottom of,"Walk past the bathroom, approach the stairs and stop at the bottom of them. "
exit bedroom head towards stairs just right of elevator,Exit the bedroom and head towards the stairs going up that are just to the right of the elevator. 
bedroom towards elevator staircase bottom of staircase stairs stop,"Leave the bedroom. Go towards the elevator. When you see the staircase, go to the bottom of the staircase. Go up three stairs and stop. "
walk forward onto stone floor hallway next chair on left at entrance living room,Walk forward onto the stone floor and follow the hallway. Stop next to the chair on your left at the entrance to the living room. 
white brick hallway with potted shrubs until second white chair at edge of last chair,Go down the white brick hallway with the potted shrubs. Continue until you reach the second white chair. Stop at the edge of the last chair. 
turn slightly right along hallway wait on hallway sofas right,Turn slightly right and walk along the hallway. Turn wait on the hallway when there are sofas to your right. 
walk across tv into hall turn in hall walk past bed stop in door way near mirror,Walk across the tv into the hall. Turn left in the hall. Walk past the bed and stop in the door way near the mirror. 
sauna massage room right in hallway second room on left in doorway room with lockers,"Leave the sauna, and massage room. Take a right in the hallway. Enter the second room on the left. Stop in the doorway to the room with the lockers. "
straight through door through next door on left into hall into first door on left,"Go straight through the door, and go through the next door on the left. Turn left into the hall, and go into the first door on the left. "
steps plant past stairs then right into room wait near bed,Go up the steps and past the plant. Go past the stairs and then turn right. When you go into that room wait near the bed. 
up stairs shelf with books plant as well right bedroom right in front of bed,"Walk up the stairs and pass the shelf with books. Pass the plant as well, and turn right. Enter the bedroom, and stop right in front of the bed. "
walk forward stairs on left set on right bedroom ahead in doorway bathroom on right,Walk forward passing the stairs on the left and a set on the right. Enter the bedroom straight ahead. Stop in the doorway to the bathroom on the right. 
walk past stairs across entryway into bedroom in en suite bathroom,"Walk past the stairs, across the entryway and into the bedroom. Stop in the en suite bathroom. "
walk in hallway right straight over glass floor just before entrance bedrooms,"Walk in the hallway and turn right.  Walk straight, over the glass floor, and stop just before the entrance to two bedrooms. "
room right straight ahead into next hallway before doorways bedrooms,"Leave the room, and take a right. Go straight ahead into the next hallway. Stop before you reach the doorways to the bedrooms. "
exit bedroom right then hall through room other side stop at doorway,Exit the bedroom and turn right. Then proceed down the hall and through the room to the other side. Stop at the doorway. 
exit bathroom of stairs,"exit bathroom, proceed to bottom of stairs. "
walk door left outside room walk down hallway hard right into next room inside doorway,Walk to the door. Take a left outside the room. Walk straight down the hallway. Make a hard right into the next room. Stop inside the doorway. 
bedroom left in hallway down hall bedroom first door on left in doorway,Leave the bedroom. Take a left in the hallway and walk down the hall. Enter the bedroom that is the first door on your left. Stop in the doorway. 
den right stairs stick corridor on right front door in doorway,Leave the den and take a right. Go up the stairs and stick to the corridor on the right. Go out the front door and stop in the doorway. 
down hall right at intersection into room turn into huge room wait in center of room,"Walk down hall, turn right at intersection into dining room. Turn left and walk into huge sitting room. Wait in center of room. "
walk left of end table into hallway turn just outside doorway,Walk to the left of the end table and into the hallway. Turn left and stop just outside the doorway. 
enter hallway left turn hallway until room with stairs,Enter the hallway to the left. Turn and follow the hallway until you reach the room with the stairs. Stop when you enter. 
enter house left down hall right at end of hallway outside of bathroom door,"Enter the house and go left. Walk down the hall, and take a right at the end of the hallway. Stop outside of the bathroom door. "
turn straight until bar with chair stools wait near round table with chairs,Turn left and go straight until you pass the bar with the chair stools and wait near the round table with the chairs. 
down hall between couches,Go left down hall and continue to kitchen. Stop between 2 couches. 
walk past stairs open room walk past bar stools after last one,Walk past the stairs and enter the open room.  Walk past the four bar stools and stop after passing the last one. 
up steps in front door of building straight past stairs into living room kitchen wait by counter,Walk up the steps and in the front door of the building. Go straight past the stairs and into the living room and kitchen. Wait by the counter. 
walk inside straight across room past stair case wait here in living area,Walk inside and go straight across to the room past the stair case. Wait here in the living area. 
exit bathroom stairs large rustic bed,Exit the bathroom and pass the stairs  Wait facing the large rustic bed. 
exit bathroom turn through living area then right bedroom in doorway,"Exit the bathroom and turn left, going through the living area, then take a right and enter the bedroom, stopping in the doorway. "
walk out of bathroom turn through living room wait by door on right side of room,Walk out of bathroom and turn left. Walk through living room and wait by door on right side of room. 
oven turn refrigerator,Go to the oven. Turn left and go to the refrigerator. 
stand in front of silver refrigerator,Stand in front of the silver refrigerator. 
into kitchen wait by fridge,Go into the kitchen and wait by the fridge. 
head toward zebra painting turn on rug by sword,Head toward the zebra painting.  Turn left and stop on the rug by the sword. 
exit room down stairs wait at landing near table,Exit the room and walk down the stairs. Wait at the landing near the table. 
stairs on right wait by white vase with white flowers,Go down the stairs on the right and wait by the white vase with the white flowers. 
slight right flight of stairs at bottom stop wait next flowers,"Take a slight right and go down the flight of stairs. At the bottom, stop and wait next to the flowers. "
enter house through doors teal chairs wreath turn into bathroom stop by sink,Enter the house through both doors pass the teal chairs. When you get to the wreath turn left into the bathroom and stop by the sink. 
enter house across living room turn into bathroom at sink,"Enter house, walk across living room, turn left into bathroom. Stop at sink. "
stairs right right at second arch past sink left in doorway,Go up the stairs and take a right. Take a right at the second arch past the sink. take a left and stop in the doorway. 
straight hall until stairs wait near blue painting on left wall,Go straight down the hall until you pass the stairs. Wait near the blue painting on the left wall. 
down hall in front of painting,Walk down the hall and stop in front of the painting. 
end of hall wait by painting,Go to the end of the hall and wait by the painting. 
up path towards entrance of house through front door under light,walk up the path towards the entrance of the house. go through the front door. Stop under the light. 
walk into house just inside doorway next front door,Walk into the house. Stop just inside the doorway next to the front door. 
turn around into house wait in entryway of house,Turn around and walk into the house. Wait in the entryway of the house. 
walk out doorway right side of circle mirror straight hallway second set of stairs right before stairs,"Walk out the doorway to the right side of the circle mirror, Walk straight down hallway to the second set of stairs going up, stop right before the stairs. "
turn right towards table walk past doorway right bedroom wait there,Turn right and walk towards the table. Walk past the doorway to the right. Enter the bedroom and wait there. 
walk past fridge into hallway walk straight until into room wait near tv,Walk past the fridge and straight into the hallway. Walk straight until you go into the room. Wait near the TV. 
walk past refrigerator slightly right past dining table on left through short hallway wait just inside bedroom,Walk past the refrigerator and turn slightly right. Continue past the dining table on the left and through the short hallway. Wait just inside the bedroom. 
walk between building pool chairs between pillar large windows on curved part of building,Walk left between the building and the pool chairs and stop between the pillar and the large windows on the curved part of the building. 
walk along side of building left of pool at first pillar past pair of pool chairs,Walk along the side of the building to the left of the pool. Stop at the first pillar past the pair of pool chairs. 
turn pass open glass doors around corner right glass windows stop at second window of windows,"Turn around, go pass the open glass doors and around the corner to the right there are three glass windows, stop at the second window of the three windows. "
turn steps forward first room on right once bedroom,Turn left and go down the steps. Walk forward and enter the first room on your right. Stop once you have entered the bedroom. 
staircase straight right at first doorway once step into bedroom,"Continue down the staircase and straight, turn right at your first doorway and stop once your step into the bedroom. "
turn stairs turn near large glass doors,Turn left and go down the stairs. Turn left and stand near the large glass sliding doors. 
stairs at bottom of stairs straight towards glass door near wooden bench on left,Go down stairs at the bottom of the stairs turn left. Walk straight towards the sliding glass door. Stop near the wooden bench on the left. 
move past bed exit through doorway right near swimming pool,"Move past the bed, exit through the doorway, turn right, wait near the swimming pool. "
exit bedroom turn right through door outside.walk straight pool,Exit bedroom and turn right through door to walkway outside.Walk straight to the wading pool. 
steel chairs bedroom door lamp shelf desk,Go to the steel chairs. Go to the bedroom door. Go to the lamp. Go to the shelf. Go to the desk. 
walk toward front door walk past door bedroom right bathroom behind black bench,"Walk toward the front door. Walk past the door, and enter the bedroom. Take a right and enter the bathroom. Stop behind the black bench. "
walk around bed into bathroom in front of sink,Walk around the bed and into the bathroom.  Stop in front of the sink. 
walk around bed into bathroom just inside doorway,Walk around the bed and into the bathroom. Stop just inside the doorway. 
turn around along bed other side bathroom wait by sink,Turn around and walk along the bed to the other side and enter the bathroom. Wait by the sink. 
turn at exit sign hall at first door turn right,"Turn left at the exit sign and continue down the hall, at the first door turn right. "
exit locker area turn right away right just past large white column on right in doorway room,Exit the locker area and turn left right away. Turn right just past the large white column on the right. Stop in the doorway. It's room 307. 
exit dining parlor stand with circle on floor around,Exit the dining parlor. Go to the stand with the circle on the floor around it. 
walk upstairs past pool table in bedroom doorway next arcade game,"Walk upstairs and past the pool table. Stop in the bedroom doorway, next to the arcade game. "
right down stairs right wait by refrigerator,Take a right and walk down the stairs. Take another right and wait by the refrigerator. 
stairs right straight into bedroom through door between silver chairs in doorway,Go down the stairs and take a right. Walk straight and go into the bedroom through the door between the two silver chairs. Stop in the doorway. 
turn around down stairs down stairs just up ahead there,Turn around and walk down the stairs. Walk down two more stairs just up ahead and wait there. 
downstairs through door stop near top of stairs,"Go downstairs, through the door and stop near the top of the stairs. "
downstairs then straight at top of stairs,"Go downstairs, then go straight and wait at the top of the stairs. "
descend stairs wait at table,"Descend stairs, Wait at dinning table. "
stairs on left straight wait near couches,Go down the stairs on the left. Walk straight and wait near the couches. 
walk through doorway away from couch right at next doorway right again down hallway room with blue ottoman stop,"walk through the doorway away from the couch, turn right at the next doorway and right again down the hallway. Enter the room with the blue ottoman and stop. "
exit room hard right into adjacent hallway down hallway room before rug big blue ottoman,"exit sitting room to hall, turn hard right into adjacent hallway, continue straight down hallway to perfume room. stop before rug and big blue ottoman. "
turn through entryway right through entryway right again through doorway wait in bedroom,"Turn left, walk through the entryway, turn right, walk through the entryway, turn right again, walk through the doorway and wait in the bedroom. "
straight right,GO STRAIGHT AND TURN RIGHT. 
head up op short set of steps right hallway then right into bathroom,"Head up and go op the short set of steps to the right. Continue down that hallway, then turn right into the bathroom. "
down hallway past bathroom painting on wall walk into office left near table with armchairs,Walk down the hallway past the bathroom and painting on the wall. Walk into the office to the left and stop near the table with two armchairs. 
hallway wait in office at bottom of steps on left,Go down the hallway and wait in the office at the bottom of the steps on the left. 
turn around past piano kitchen on right wait near counter top,Turn around and walk past the piano and enter the kitchen on your right.  Wait near the counter top. 
turn right forward through hallway enter far door on left enter kitchen,Turn right. Go forward through hallway. Enter far door on left. Enter kitchen. 
turn bathroom closet wait near bench,Turn around and exit the bathroom and enter the closet. Wait near the bench. 
past tub then straight into hallway right straight into closet wait there,Go past the tub and then go straight into the hallway. Turn right and go straight into the closet. Wait there. 
turn right bathroom hallway right stop outside of doorframe,"Turn right and exit the bathroom. Follow the hallway, turn right and stop outside of the doorframe. "
bathroom closet in bedroom next first arm chair,Leave the bathroom and closet. Stop in the bedroom next to the first arm chair. 
exit bathroom through door nearest bathtub into first bedroom on left next chair by fireplace,Exit the bathroom through the door nearest the bathtub. Turn into the first bedroom on the left and stop next to the nearest chair by the fireplace. 
with bathtub left bathroom into next room on left,"With the bathtub to your left, exit the bathroom, and turn left into the next room on your left. "
head indoors turn into office stop by desk chair,"Head indoors, turn left, walk into the office and stop by the desk chair. "
walk through doorway that towards room table left through doorway into office stop at desk with black chair,"Walk through doorway that leads towards dining room table, take a left, walk through doorway that leads into office, stop at the desk with a black chair. "
walk straight through doorway left past stairs into office wait in office,Walk straight and through the doorway and take a left. Walk past the stairs and into the office. Wait in the office. 
from bathroom walk across bedroom room at base of stairs,From bathroom walk across bedroom to dining room to stairs. Stop at base of stairs. 
turn right through doorway right left at bottom of first set of stairs,Turn  right and go through the doorway to your right. Take a left and stop at the bottom of the first set of stairs. 
sharp turn right outside walk past chairs down steps stop,Make a sharp turn right and walk outside. Walk left past the chairs. Walk down the steps and stop. 
white door at end of hallway,Go to the white door at the end of the hallway. 
turn degrees around down hallway until end of hallway unfinished room,Turn 180 degrees around. Walk down the hallway until you get to the end of the hallway. You should see an unfinished room. 
down hallway closed door straight ahead wait at door,"Walk down the hallway to the closed door straight ahead, wait at the door. "
walk furniture on porch right paces turn into house walk across living room,"walk passed furniture on porch, turn right and walk 2 paces, turn left into house walk across living room to hallway and stop. "
indoors straight television right around picture outside door bathroom,"Go indoors, go straight passed the television, go right around the picture, stop outside the door to the bathroom. "
exit empty room walk slightly,Exit the empty room and walk slightly left. 
walk forward dining table recreation room through first door on left on rug once doors,Walk forward to the dining table. Enter the recreation room through the first door on the left. Stop on the rug once you pass the doors. 
then through wooden door at end of hallway once pool table,Go left and then proceed through the wooden door at the end of the hallway. Stop once you reach the pool table. 
turn right steps right door wait outside,Turn right and go up the steps. Turn right and go out the door and wait outside. 
exit stairwell steps wait outside,"Exit the stairwell, go up the steps and wait outside. "
turn past couch right stairs wait at top of stairs,Turn around and go past the couch. Turn right and go up the stairs. Wait at the top of the stairs. 
room through doorway right of big windows stairs at top near white end table,Leave the room through the doorway to the right of the big windows.  Go up the stairs and stop at the top near the white end table. 
walk between couch painting on wall upstairs at top of stairs near table,Walk straight between the couch and the painting on the wall. Go upstairs.  Stop at the top of the stairs near the table. 
walk out of bathroom right straight until large double glass doors on left outside wait near jacuzzi,Walk out of the bathroom. Turn right and go straight until you get to large double glass doors on the left. Go outside and wait near the jacuzzi. 
walk around left of air hockey table other end of in corner of room,"Walk around the left of the air hockey table to the other end of it, and stop in the corner of the room. "
by air hockey table stop by netting,Go by the air hockey table and stop by the netting. 
walk between hammock game table in front of window,Walk between the hammock and the game table. Stop in front of the window. 
study towards stairway stairs turn stairs straight across,"Leave study towards stairway. Go up stairs, turn left and continue up stairs, walk straight across to bedroom. "
up stairs wait in doorway of bathroom,Walk up the stairs and wait in the doorway of the bathroom. 
stairs walk past glass door wait at threshold of bathroom,Walk up stairs. Walk past glass door. Wait at threshold of bathroom. 
up stairs left into bathroom at top of stairs at bathroom door,Walk up the stairs to your left and straight into the bathroom at the top of the stairs. Stop at the bathroom door. 
exit bathroom forward room turn forward room wait in room with basketball painting,Exit the bathroom and walk forward. Exit the room and turn left. Walk forward and turn left and enter the room. Wait in the room with the basketball painting. 
straight into room right into hallway hallway left into first bedroom on left,Go straight into the sitting room and right out into the hallway. Take a left down the hallway and go left into the first bedroom on the left. 
upstairs left wait near rug,Go upstairs and to the left. Wait near the rug. 
stairs then at top of stairs forward until table wait,Go up the stairs and then turn left at the top of the stairs. Walk forward until you get to the table and wait. 
up stairs turn straight wait near dining table,Walk up the stairs and turn left. Walk straight and wait near the dining table. 
aisle of church through nave towards altar between second row of pews front wait there,Go down the aisle of the church through the Nave towards the altar.  Stop between the second row of pews to the front. Wait there. 
walk front of church aisle row of second pews from front,Walk to the front of the church aisle and stop when you get to the row of the second pews from the front. 
down aisle toward front wait at second row of pews,Walk down the aisle toward the front.  Wait at the second row of pews. 
turn around through next room then doorway on left next fireplace,Turn around and walk through the next room.  Then enter the doorway on your left. Stand next to the fireplace. 
laundry room right kitchen in front of refrigerator,Leave the laundry room and turn right to enter the kitchen.  Stop in front of the refrigerator. 
laundry room right until kitchen then,Leave the laundry room and turn right.  Walk until you enter the kitchen and then stop. 
laundry room right walk into kitchen,"Leave the laundry room, turn right, and walk into the kitchen. "
exit bathroom room walk across room on stair,exit bathroom to sitting room. Walk across room to stairs and stop on 3rd stair. 
out of bathroom right toward stairs stairs first landing stop,Go out of the bathroom and turn right heading toward the stairs.  Go up the stairs to the first landing and stop. 
exit room stop in bedroom doorway near exit,"Exit the room and stop in the bedroom doorway, near the exit. "
exit bathroom bedroom right down hall last right into bedroom in doorway bedroom,"Exit the bathroom and bedroom. Go right, and down the hall. Take the last right into the bedroom. Stop in the doorway to the bedroom. "
exit bathroom right at end of hallway turn then right into bedroom wait by entryway,"Exit the bathroom, turn right, at the end of the hallway turn left. Then turn right into the bedroom and wait by the entryway. "
walk out of bathroom right left into bathroom right into bedroom just inside door,Walk out of the bathroom and turn right. Turn left and walk into the bathroom and turn right into the bedroom and stop just inside the door. 
stairs right way across room past fireplace doorway wait next bathtub,Go down the stairs and turn right. Walk all the way across the room past the fireplace. Enter the doorway and wait next to the bathtub. 
enter door left into bedroom toward bed turn at bed walk edge of pool wait,Enter the door to your left. Turn left into the bedroom. Walk toward the bed. Turn left at the bed. Walk to the edge of the pool and wait. 
head inside building turn once inside opening on left through opening once outside,"Head inside the building, turn left once inside, go to the opening on the left, go through the opening, stop once outside. "
stairway with handrail until bathroom through bathroom into bedroom,go up the stairway with the handrail until you get to the bathroom.  Go through the bathroom and into the bedroom. 
stairs hard left at stair up stairs hard right window past tub on right wait at threshold of open bedroom door,Walk up stairs. Make hard left at stair landing. Walk up stairs. Make hard right window. Walk past tub on right. Wait at threshold of open bedroom door. 
exit bathroom turn left stairs left into room stop near table,"Exit the bathroom and turn left, go down the stairs, take a left into the room and stop near the table,. "
turn forward stairs turn room wait in front of table,Turn left and go forward down the stairs. Turn left and enter the room. Wait in front of the table. 
straight hallway into room at end turn into bathroom stop,Go straight down the hallway and into the room at the end. Turn left into the bathroom and stop. 
from top of stairs straight ahead until inside bathroom,From the top of the stairs go straight ahead until getting inside the bathroom. 
walk through hallway into room ahead once inside slight left bathroom wait here,"Walk straight through the hallway and into the room straight ahead.  Once inside, make a slight left to enter the bathroom.  Wait here. "
walk into laundry area turn past kitchen wait outside,"Walk into the laundry area, turn left, walk past the kitchen, and wait outside. "
exit bathroom turn through kitchen out door wait near chair on patio,"Exit the bathroom, turn left and walk through the kitchen out the door, wait near the chair on the patio. "
bathroom turn through kitchen in doorway porch mats,Leave the bathroom and turn left.  Walk through the kitchen and stop in the doorway going to the porch.  It is where the two mats meet. 
walk into room at end of hall right through doorway just inside door,Walk into the room at the end of the hall and turn right. Walk through the doorway and stop just inside the door. 
walk into room with red curtains past bed in through next doorway wait there,"Walk into the room with red curtains.  Continue past the bed, and in through the next doorway.  Wait there. "
light switch bed ottoman mirror,Go to the light switch. Go to the bed. Go to the ottoman. Go to the mirror. 
turn left through door then bed left door enter,"Turn to your left and go through the door, then go passed the bed and go to the left door and enter. "
exit bedroom entry turn left through glass door next red art piece,Exit bedroom to entry and turn left. Go through glass door and stop next to red art piece. 
turn hallway at second door on left,Turn around and go down the hallway. Stop at the second door on the left. 
turn hallway third door on left,Turn around and go down the hallway. Stop when you reach the third door on your left. 
down hall at door on left,"Walk down hall, stop at 2nd door on the left. "
up first flight of stairs at top,"Walk up the first flight of stairs, and stop at the top. "
walk past long table towards stairs set of stairs wait by window,Walk straight past the long table towards the stairs.  Go up one set of stairs.  Wait by window. 
head forward up stairs on landing,Head forward and up the stairs. Stop on the landing. 
walk out of bathroom right out of bedroom up steps at top of stairs,Walk out of the bathroom and turn right. Walk out of the bedroom and up the steps. Stop at the top of the stairs. 
head out of bathroom right up stairs on first landing wait in balcony area near stairs,"Head out of the bathroom and to the right, up the stairs, stop on the first landing. Wait in the balcony area near the stairs. "
exit bathtub bathroom bedroom right stairs after bedroom wait there at top,Exit the bathtub and leave the bathroom. Enter the bedroom and turn right. Go up four stairs after leaving the bedroom and wait there at the top. 
turn past bar with stools/chairs on right wait near glass table with chairs on right,Turn left and go past the bar with the stools/chairs on the right. Wait near the glass table with the chairs on the right. 
left past balcony kitchen walk through into dining area outside of door bathroom,"Take a left past the balcony, and enter the kitchen. Walk through, and into the dining area. Stop outside of the door to the bathroom. "
exit empty room left next exit sign,Exit the empty room and take a left. Wait next to the exit sign. 
head in hall down corridor on left wait by fire extinguisher,Head in to the hall and down the corridor on the left. Wait by the fire extinguisher. 
exit office then al way down hallway until exit sign stop,Exit the office then turn left and go al the way down the hallway until you get to the exit sign and stop. 
stairs doorway right,Descend up the stairs and enter the doorway to your right. 
walk base of stairs up top of stairs in doorway right in front of,Walk to the base of the stairs and go up to the top of the stairs.  Stop in the doorway that is right in front of you. 
upstairs in bedroom doorway across hall,Go upstairs and stop in the bedroom doorway across the hall. 
turn dining room than turn right patio area next chair,Turn around and enter the dining room. Than turn right and enter the patio area.  Wait next to the chair. 
walk out of kitchen right past table chairs turn behind white chair,Walk out of the kitchen and turn right. Walk past the table and chairs and turn left. Stop behind the white chair. 
walk forward slightly walk near fountains next lounge chairs wait near pool steps,"Walk forward and slightly left. Walk near the fountains, next to the lounge chairs. Wait near the pool steps. "
walk straight along pool wait next small waterfall,Walk straight along side the pool and wait next to the small waterfall. 
walk into living room stairs on left,Walk into the living room and go down the stairs on the left. 
walk end of hall downstairs wait at base of stairs,"Walk to the end of the hall, go downstairs and wait at the base of the stairs. "
walk forward past large painting turn down staircase wait at bottom of stairs,Walk forward past the large painting and turn left. Walk down the staircase and wait at the bottom of the stairs. 
head indoors turn through hallway turn bathroom wait there,"Head indoors, turn left, go through the hallway, turn left, enter the bathroom and wait there. "
inside turn hallway straight into room turn into bathroom wait near sink,Go inside. Turn left and go down the hallway. Go straight into the room. turn left and go into the bathroom. Wait near the sink. 
walk out of bedroom turn down of hall turn into bedroom walk bathroom wait there,Walk out of bedroom and turn left. Walk down to end of hall. Turn left into bedroom. Walk to bathroom and wait there. 
exit bedroom left into next bedroom on left in entrance bathroom,Exit the bedroom and go to your left. Go into the next bedroom on your left. Stand in the entrance to the bathroom. 
walk through doorway with draped curtains next wardrobe with mirror on,Walk through the doorway with draped curtains. Go stand next to the wardrobe with a mirror on it. 
turn left after stool left after chair wait in front of mirror on other side of open door,Turn around and take a left after the stool. Take another left after the chair. Wait in front of the mirror on the other side of the open door. 
around couch up wooden stairs turn stairs before first flight ends,Go around the couch and up the wooden stairs. Turn left and head up the stairs.  Stop before the first flight ends. 
face black couches up wood stairs behind left through doorway up stairs on right,face the two black couches and walk up the three wood stairs behind them. Turn left and walk through the doorway and up 6 stairs on your right. 
walk through room exit through double doors on left wait in room across hall next cheetah painting,Walk through the room and exit through the double doors on the left. Wait in the room across the hall next to the cheetah painting. 
turn across room through double doors on left across hallway into other hallway in front of houseplant,"Turn left and walk across the room, through the double doors on the left. Walk across the hallway into the other hallway, and stop in front of the houseplant. "
stairs right towards large doorway in between sides of stairwell upon room with fireplace,"Go down the stairs and turn right, heading towards the large doorway in between the two sides of the stairwell. Stop upon entering the room with the fireplace. "
down staircase flower centerpiece in lobby past table walk into room with hardwood floors wait behind white couch,"Walk down the staircase and towards the flower centerpiece in the lobby.  Continue past the table, and walk into the room with hardwood floors.  Wait behind the white couch. "
straight through hall past couch past table staircase stairs just second stop then wait,"Go straight through the hall.  Past the couch, past the table and to the staircase.  Go up the stairs just to the second stop and then wait. "
laundry room walk straight towards stairs stairs stop,Leave the laundry room and walk straight towards the stairs. Go up two stairs and stop. 
walk through hallway living room area walk couches towards dining room table table sop in front of staircase,Walk through the hallway to the living room area. Walk passed the couches towards the dining room table. Pass the table and sop in front of the staircase. 
walk past chair right behind white chair,Walk past the chair and turn right. Stop behind the white chair. 
pass table right forward near swing,Pass the table and turn right. Continue forward and stop near the swing. 
around table at green room stop at white chair,"Go around the table and left at the green room, stop at the white chair. "
straight table in door on right in front of christmas tree,Go straight passed the table and go in the door on the right. Stop in front of the Christmas Tree. 
turn through entrance at end of table on right just in doorway of room at first yellow chair,"Turn around, go through the entrance at the end of the table on the right, stop just in the doorway of the room at the first yellow chair. "
walk out of building turn right just outside doorway on patio,Walk out of the building and turn right. Stop just outside the doorway on the patio. 
exit kitchen wait on deck outside screen patio,"Exit the kitchen and wait on the lower deck, outside the screen patio. "
exit kitchen through exterior door right then through screen doorway wait on deck by wall railing,"Exit the kitchen through the exterior door and turn right, then walk through the screen doorway. Wait on the deck by the screened wall and railing. "
walk along edge of pool glass door on door mat,"Walk along edge of pool to sliding glass door, stop on door mat. "
walk past pool on right wait near glass doors inside,Walk past the pool on the right. Wait near the glass sliding doors going inside. 
walk then room stop at glass door,"walk straight then enter the room, stop at the glass door. "
exit garage stairs on right bedroom stairs by nightstand,Exit the garage. Go up the stairs on the right. Enter the bedroom facing the stairs. Stop by the nightstand. 
walk way white big chair near small table with chairs on sides,"Walk all the way straight passing the white big chair, and stop near the small table with two chairs on its sides. "
walk along balcony with on left past bistro table on left stop,Walk along the balcony with the railing on your left. Walk past the bistro table on the left and stop. 
blue dots then red dot stop,"Follow the blue dots, then continue to the red dot and stop. "
walk past orange ottomans down stairs walk behind orange leather chair wait metal wall,Walk past orange ottomans. Walk down stairs. Walk behind orange leather chair. Wait curved metal wall. 
through door past orange lounge chairs slightly right past orange seat,"Go through door past the two orange lounge chairs. Continue slightly right, past the orange seat. "
exit cinema room turn exercise room walk first doorway on by elliptical machine wait in doorway,"Exit the cinema room, turn left, enter the exercise room, walk to the first doorway on the left by the elliptical machine, wait in the doorway. "
turn forward until end of long tables near red stairs,Turn around and continue forward until you read the end of the long tables. Stop near the red stairs. 
turn around right of desk long table with chairs at end of long table,Turn around and walk to the right of the desk and long table with chairs. Stop at the end of the long table. 
walk right toward loft last table wait by desk,"Walk to the right, toward the loft. Pass the last table and wait by the desk. "
walk front entrance of house in front of gate,Walk to the front entrance of the house and stop in front of the gate. 
path with wall on left outside on right next gate pool area,"move down the path with the wall on the left and the outside on the right, stop next to the gate to the pool area. "
first few steps up through dining room into kitchen stop wait near island,Take the first few steps up to go through the dining room and into the kitchen. Stop and wait near the island. 
walk through doorway on left down hall wait by stairs,"Walk through the doorway on the left, walk down the hall, and wait by the stairs. "
turn through doorway into hallway right onto rug forward left in corner beside stair rails,"Turn around. Go through the doorway, into the hallway. Move right onto the rug. Go forward and to the left and stop in the corner beside the stair rails. "
exit room walk straight small brown drawer table with graphite counter turn on top of stairs there,"Exit the room and walk straight passing the small brown drawer table with a graphite counter. Turn left, and stand on top of the stairs, and stop there. "
turn past fireplace right into door into bathroom wait near sink,Turn left and walk past the fireplace. Turn right into the door and go into the bathroom. Wait near the sink. 
down hall past fireplace into bathroom wait in front of sink,"Walk down the hall, past the fireplace and into the bathroom. Wait in front of the sink. "
turn right down hall walk past mirror then right bathroom wait near sink,Turn right and walk down the hall.  Walk past the mirror and then turn right and enter the bathroom.  Wait near the sink. 
walk out of bedroom walk past pool table walk into doorway next lamp stop,Walk out of the bedroom and walk left past the pool table. Walk into the doorway next to the lamp and stop. 
walk towards refrigerator right turn after island towards blue chairs between kitchen table,Walk towards the refrigerator and make a right turn after you pass the island. Go towards the two blue chairs and stop between them and the kitchen table. 
walk out of kitchen into dining area walk living room behind blue chairs,"Walk out of the kitchen into the dining area. Walk to the living room, and stop behind the blue chairs. "
long hall left next set of paintings,Go down the long hall to the left. Stop next to the set of five paintings. 
turn around down hallway once area with pictures on wall in middle of pictures,"Turn around and walk down the hallway. Once you reach the area with the pictures on the wall, stop in the middle of the pictures. "
walk around pool on concrete path until double doors enter house between pillars,"Walk around pool on concrete path until double doors, enter house and stop between two pillars. "
walk towards door between chairs at doorway,walk towards the door between two chairs and stop at the doorway. 
